"X231_hop_R_01.c3d.11","X238_hop_R_01.c3d.11","X250_hop_R_01.c3d.11","X253_hop_R_01.c3d.11","X263_Hop_L_01.c3d.11","X278_hop_R_01.c3d.11","X281_hop_R_01.c3d.11","X283_Hop_L_01.c3d.11","X285_Hop_R_01.c3d.11","X286_hop_L_01.c3d.11","X300_hop_R_01.c3d.11","X302_hop_L_01.c3d.11","X305_hop_R_01.c3d.11","X306_hop_L_01.c3d.11","X309_hop_L_01.c3d.11","X310_hop_R_01.c3d.11","X312_hop_R_01.c3d.11","X318_hop_R_01.c3d.11","X321_hop_R_01.c3d.11","X326_hop_L_01.c3d.11","X328_hop_R_01.c3d.11","X337_hop_R_01.c3d.11","X340_hop_L_01.c3d.11","X341_hop_R_01.c3d.11","X342_hop_L_01.c3d.11","X343_Hop_L_01.c3d.11","X346_Hop_R_01.c3d.11","X354_hop_R_01.c3d.11","X361_hop_R_01.c3d.11","X368_hop_R_01.c3d.11","X399_hop_R_01.c3d.11","X402_hop_R_01.c3d.11"
55.566704,52.824375,63.124325,42.151817,13.459858,27.347082,32.210472,18.75078,72.122047,52.836254,57.277214,53.350319,36.953575,61.5023,28.476797,48.293121,66.700188,80.86496,37.041,57.373863,51.362206,6.87299,26.448725,11.365839,44.039574,37.331806,54.76569,55.319302,55.50465,51.462219,49.138062,67.322678
54.529366,51.446526,62.55394,42.445686,13.400845,28.476366,32.508373,18.36482,74.355278,53.034779,57.477619,52.205036,37.083565,58.903587,28.689831,47.559124,66.270012,81.107567,38.078629,58.445984,52.050785,6.925278,26.440882,11.307723,43.47224,36.426224,55.354313,53.003681,56.427204,47.433289,47.522156,66.973724
53.305145,49.817451,61.906937,42.773254,13.798627,29.393156,32.788086,18.397623,76.358528,53.216667,57.718094,51.021046,37.216042,54.804398,28.915607,46.707886,65.754784,81.272469,39.113434,59.485966,52.659595,6.988359,26.438694,11.23603,42.865372,35.931137,55.938835,50.464375,57.117832,43.197651,45.567005,66.562691
51.864071,47.932159,61.177902,43.121296,14.603931,30.119282,33.017792,18.681673,78.091377,53.372387,57.999905,49.820034,37.348297,49.581371,29.155163,45.760078,65.147247,81.357216,40.139362,60.486076,53.180637,7.059088,26.44059,11.155408,42.216431,35.906448,56.524223,47.72316,57.605919,38.902824,43.347801,66.071526
50.18335,45.809269,60.366291,43.476582,15.75002,30.692059,33.201283,19.11693,79.480301,53.496906,58.32288,48.611591,37.478409,43.607212,29.409582,44.744144,64.438232,81.361305,41.138866,61.433594,53.620098,7.134192,26.445253,11.072151,41.522999,36.396065,57.117298,44.821392,57.92194,34.696209,40.993618,65.481926
48.251484,43.480713,59.475662,43.828098,17.163662,31.1516,33.36293,19.691393,80.448128,53.592678,58.687519,47.405331,37.605232,37.22802,29.679865,43.689907,63.614902,81.28698,42.092442,62.318962,53.999123,7.213856,26.451187,10.991983,40.782803,37.414963,57.716064,41.821579,58.093338,30.722914,38.681942,64.777435
46.073982,40.99741,58.507946,44.168072,18.783684,31.528204,33.521915,20.470667,80.925903,53.66964,59.095825,46.223965,37.728138,30.778011,29.964724,42.623631,62.660221,81.138748,42.995083,63.142948,54.351223,7.301246,26.456226,10.917608,39.993736,38.934887,58.308666,38.807087,58.142429,27.122835,36.634239,63.94463
43.680386,38.466614,57.457645,44.491394,20.581985,31.836145,33.691624,21.564598,80.859047,53.742176,59.552197,45.104893,37.84687,24.615295,30.259783,41.565708,61.553715,80.921616,43.856083,63.917114,54.715343,7.398746,26.457026,10.84779,39.153969,40.874809,58.879383,35.880539,58.086281,24.026049,35.105282,62.972652
41.130516,36.094311,56.312561,44.794765,22.576056,32.076057,33.88596,23.083874,80.22448,53.824707,60.064213,44.088173,37.961658,19.146585,30.560829,40.530544,60.273262,80.638588,44.685455,64.655151,55.124226,7.504806,26.44895,10.778792,38.26207,43.101372,59.415768,33.160484,57.937904,21.547169,34.357529,61.851154
38.515675,34.183949,55.049328,45.077053,24.821123,32.242382,34.114101,25.095852,79.059258,53.928127,60.641975,43.196373,38.073433,14.807831,30.870474,39.5275,58.79744,80.288399,45.485619,65.366226,55.592278,7.616263,26.427523,10.708726,37.317207,45.440407,59.914284,30.77586,57.708317,19.780281,34.616627,60.567856
35.952328,33.081219,53.622917,45.340782,27.378548,32.330997,34.37505,27.589849,77.47155,54.058533,61.294384,42.418175,38.183735,11.996501,31.19916,38.562309,57.108162,79.864601,46.247723,66.053055,56.112278,7.733535,26.392254,10.64105,36.319389,47.696289,60.380306,28.858223,57.408932,18.795311,36.014473,59.107159
33.570496,33.104645,51.960392,45.593037,30.273951,32.344124,34.658699,30.467382,75.607506,54.217869,62.022522,41.70549,38.294289,10.97518,31.555277,37.638393,55.19339,79.35656,46.950287,66.706871,56.663029,7.861976,26.350506,10.58278,35.269669,49.673744,60.821369,27.531685,57.053268,18.634892,38.535385,57.450905
31.501751,34.488937,49.96693,45.844429,33.469784,32.291565,34.950584,33.566479,73.596344,54.405281,62.813004,40.985687,38.406414,11.784773,31.935535,36.757854,53.049122,78.751923,47.57148,67.300262,57.21785,8.01123,26.316336,10.540769,34.170315,51.198082,61.240421,26.901814,56.656975,19.308598,41.97681,55.581436
29.869501,37.326824,47.54575,46.106171,36.866592,32.188915,35.238602,36.708469,71.519897,54.618176,63.6357,40.181416,38.520798,14.237238,32.324711,35.921978,50.679661,78.038986,48.110889,67.792091,57.750847,8.19514,26.302406,10.519332,33.024876,52.132206,61.635391,27.045086,56.235703,20.781883,45.935436,53.486702
28.781515,41.494129,44.626095,46.386246,40.325077,32.054455,35.518566,39.739872,69.417282,54.852619,64.448822,39.227772,38.637577,18.030172,32.702744,35.131447,48.09613,77.207619,48.60257,68.147514,58.244781,8.430081,26.311476,10.518654,31.838158,52.389359,62.003609,27.999277,55.802063,22.963427,49.834564,51.166943
28.323566,46.585911,41.192478,46.686241,43.69339,31.90625,35.793396,42.550148,67.296242,55.103355,65.209625,38.082813,38.756439,22.884958,33.053852,34.386234,45.316109,76.248421,49.104126,68.350113,58.695621,8.731968,26.33643,10.535319,30.616163,51.940342,62.345222,29.755018,55.364124,25.703962,53.010056,48.641907
28.553093,51.929592,37.312595,46.999893,46.833324,31.760208,36.066708,45.069263,65.138428,55.364048,65.885956,36.734554,38.876602,28.544153,33.374271,33.685471,42.367001,75.150993,49.665386,68.400322,59.107723,9.113812,26.367996,10.563961,29.365999,50.814232,62.663429,32.250225,54.926491,28.818211,54.855667,45.95694
29.492439,56.716461,33.16069,47.313824,49.642315,31.629065,36.337673,47.260262,62.90836,55.628277,66.464272,35.2094,38.996647,34.646469,33.674919,33.027866,39.293232,73.902,50.310062,68.313431,59.482285,9.58028,26.401443,10.598461,28.095837,49.092384,62.962406,35.370113,54.492481,32.121433,54.98391,43.186409
31.122492,60.204933,29.024357,47.611198,52.064785,31.521774,36.604427,49.116051,60.567543,55.890869,66.951157,33.582096,39.114391,40.682167,33.976574,32.413406,36.164761,72.483772,51.042328,68.118835,59.811039,10.119707,26.437351,10.633128,26.81493,46.896366,63.24395,38.954021,54.065533,35.455055,53.322735,40.433456
33.378387,61.885406,25.27949,47.880054,54.091534,31.4429,36.874474,50.658188,58.089092,56.148777,67.368385,31.977024,39.22699,46.126995,34.302105,31.846127,33.083828,70.87381,51.857944,67.853004,60.080647,10.704075,26.477093,10.663622,25.533657,44.371349,63.50491,42.807297,53.649059,38.68763,50.099636,37.825794
36.1493,61.53413,22.336027,48.124527,55.752083,31.392227,37.166241,51.929802,55.469936,56.401165,67.743958,30.545021,39.331333,50.641827,34.670609,31.33559,30.186697,69.045708,52.747761,67.547554,60.278473,11.301286,26.517986,10.687119,24.26359,41.66748,63.735104,46.715488,53.24522,41.702984,45.750553,35.50753
39.285015,59.168377,20.572901,48.372787,57.101463,31.365314,37.498489,52.978924,52.735905,56.649075,68.102776,29.408537,39.424732,54.15863,35.092285,30.894312,27.637079,66.971458,53.696198,67.216934,60.390781,11.886979,26.553373,10.702311,23.017481,38.922604,63.919064,50.459671,52.853588,44.396511,40.819019,33.627144
42.610863,54.970181,20.274054,48.675606,58.202221,31.355167,37.883579,53.839558,49.937832,56.894958,68.460815,28.595045,39.505383,56.795742,35.566544,30.531845,25.610117,64.624916,54.680843,66.852806,60.398609,12.44657,26.577396,10.709512,21.809156,36.249874,64.048309,53.832405,52.470749,46.688564,35.870098,32.322262
45.948097,49.240601,21.574379,49.093739,59.10751,31.354387,38.325073,54.523876,47.140797,57.142193,68.824593,28.011242,39.572525,58.717495,36.087635,30.249281,24.26931,61.986485,55.673065,66.43129,60.283848,12.973043,26.589256,10.710095,20.653315,33.732887,64.13884,56.652523,52.091572,48.544796,31.42103,31.702955
49.132381,42.405418,24.423601,49.679485,59.852169,31.356838,38.808167,55.030087,44.408813,57.394634,69.193932,27.494957,39.62632,60.06398,36.653351,30.037025,23.741961,59.049267,56.6385,65.93203,60.043449,13.464876,26.592903,10.705436,19.565203,31.428238,64.234871,58.776031,51.711555,49.984482,27.893616,31.836721
52.023071,35.034718,28.575193,50.461082,60.454323,31.358385,39.291817,55.356728,41.792122,57.6563,69.565445,26.904518,39.667679,60.95639,37.269009,29.875999,24.099144,55.826134,57.538116,65.353394,59.689434,13.922454,26.592869,10.696245,18.560268,29.372156,64.384689,60.101608,51.328728,51.067142,25.585688,32.73814
54.502014,27.815737,33.607319,51.434685,60.923161,31.356621,39.720139,55.511929,39.325027,57.931072,69.937851,26.176987,39.698029,61.50745,37.945293,29.741108,25.344048,52.355904,58.335865,64.708099,59.226376,14.344333,26.590662,10.682661,17.653799,27.587103,64.607666,60.571926,50.943935,51.866768,24.645153,34.364796
56.466412,21.453041,38.97958,52.564144,61.264759,31.350052,40.051197,55.513813,37.032032,58.222431,70.318336,25.334469,39.719006,61.81588,38.691879,29.606113,27.409733,48.706539,59.021156,64.005791,58.622955,14.727908,26.584389,10.664692,16.860584,26.085938,64.891006,60.173119,50.560059,52.450722,25.047081,36.619263
57.821716,16.534613,44.11412,53.787609,61.482506,31.337336,40.278469,55.385551,34.93462,58.533413,70.722359,24.458174,39.732079,61.961143,39.509712,29.448801,30.16564,44.974812,59.625076,63.241707,57.792923,15.074471,26.571955,10.642644,16.194632,24.873579,65.212128,58.932838,50.180813,52.871143,26.591831,39.356625
58.480331,13.425296,48.463936,55.029411,61.575294,31.317076,40.435047,55.149704,33.053303,58.866875,71.163956,23.661541,39.738319,61.999619,40.383297,29.255243,33.431431,41.283947,60.196583,62.400349,56.601074,15.391715,26.555346,10.617376,15.668919,23.947004,65.556534,56.916374,49.809612,53.164822,28.953794,42.396629
58.370178,12.216006,51.544098,56.214455,61.538979,31.288408,40.579636,54.824432,31.404837,59.225868,71.644302,23.083467,39.738533,61.963512,41.277763,29.022022,36.996441,37.780365,60.760029,61.462486,54.904617,15.691698,26.541489,10.590508,15.295207,23.295088,65.92601,54.221325,49.448685,53.355385,31.800484,45.538933
57.449429,12.744804,52.948437,57.282585,61.372837,31.252279,40.762985,54.421642,29.996864,59.613525,72.146233,22.890421,39.733849,61.859325,42.149593,28.756081,40.642262,34.628002,61.30608,60.406372,52.602123,15.989708,26.53793,10.564219,15.083879,22.900963,66.327782,50.971767,49.098682,53.455746,34.898876,48.579342
55.718433,14.713695,52.39323,58.200657,61.088402,31.212709,41.003532,53.946342,28.822643,60.031822,72.637283,23.250959,39.726467,61.663509,42.967999,28.472614,44.164558,31.998789,61.806892,59.20956,49.652435,16.305403,26.546707,10.540922,15.043782,22.748871,66.753983,47.312191,48.758991,53.471287,38.084942,51.324509
53.223934,17.851433,49.797852,58.969963,60.716316,31.17692,41.29348,53.397102,27.858885,60.479496,73.08046,24.267918,39.720108,61.328167,43.7271,28.191536,47.389023,30.060139,62.225613,57.86002,46.094448,16.659887,26.563438,10.52325,15.182084,22.834532,67.182091,43.401302,48.428429,53.40369,41.164024,53.602974
50.056732,21.953518,45.36047,59.625854,60.305481,31.153906,41.621185,52.76799,27.069962,60.951138,73.446815,25.904343,39.719944,60.802818,44.436707,27.933144,50.177483,28.960869,62.518703,56.371391,42.091476,17.067055,26.58342,10.514183,15.504083,23.174835,67.597771,39.405231,48.105892,53.254692,43.935524,55.272949
46.345806,26.718788,39.564365,60.227726,59.91074,31.152275,41.988319,52.052689,26.418192,61.438755,73.721237,27.965528,39.732021,60.059422,45.107582,27.713755,52.424511,28.816021,62.637127,54.785122,37.955582,17.526886,26.607946,10.516859,16.012989,23.811405,68.009979,35.489449,47.790665,53.028675,46.292068,56.228992
42.250786,31.619207,33.088818,60.84127,59.575726,31.178625,42.411194,51.249729,25.87364,61.934464,73.899666,30.169254,39.762775,59.107132,45.74754,27.542191,54.049557,29.691191,62.53059,53.148804,34.122528,18.025154,26.645416,10.533854,16.709682,24.804255,68.441467,31.810791,47.482273,52.733715,48.206284,56.408428
37.953293,36.076168,26.669315,61.518192,59.32222,31.236515,42.908413,50.365833,25.416437,62.432392,73.983742,32.261982,39.819,57.989841,46.364979,27.417978,54.990086,31.588778,62.154419,51.476345,31.093107,18.53746,26.708025,10.565631,17.592426,26.215897,68.917732,28.511992,47.180122,52.38097,49.668461,55.79678
33.646397,39.733452,20.978577,62.281067,59.150169,31.325508,43.481297,49.415428,25.032064,62.929066,73.978119,34.091831,39.90823,56.771549,46.97015,27.331808,55.198372,34.440029,61.476086,49.719528,29.359371,19.037096,26.807266,10.608587,18.656624,28.090347,69.458946,25.719757,46.883266,51.982529,50.691723,54.430248
29.521921,42.499096,16.544518,63.120377,59.044773,31.440348,44.10041,48.418083,24.705404,63.422691,73.890976,35.594429,40.039047,55.520863,47.571457,27.268034,54.641319,38.106052,60.479633,47.791836,29.308571,19.504267,26.952261,10.655107,19.894587,30.434,70.071167,23.545431,46.59058,51.548515,51.339027,52.393387
25.756155,44.427597,13.683249,64.00386,58.98534,31.571058,44.718147,47.395527,24.4167,63.912163,73.735458,36.743561,40.220955,54.296989,48.175571,27.208231,53.302872,42.388241,59.163994,45.641693,31.118572,19.930128,27.151476,10.696771,21.295383,33.20488,70.743034,22.086426,46.301212,51.084568,51.712055,49.811478
22.495628,45.628128,12.468651,64.88987,58.951939,31.704748,45.299137,46.368866,24.140764,64.396133,73.528664,37.535561,40.463806,53.137726,48.79678,27.134771,51.188862,47.046322,57.534542,43.32093,34.681644,20.315853,27.414284,10.728291,22.844799,36.312389,71.44664,21.425144,46.015015,50.590771,51.917408,46.838654
19.845922,46.221134,12.785888,65.737152,58.928463,31.828972,45.831367,45.356178,23.850155,64.872345,73.287704,38.014183,40.776836,52.053383,49.463806,27.033953,48.331589,51.821472,55.591995,41.006153,39.585464,20.672436,27.750082,10.749305,24.525423,39.626484,72.14695,21.622749,45.732594,50.062122,52.037666,43.643536
17.86578,46.310757,14.460829,66.510246,58.903015,31.935209,46.313759,44.371021,23.51997,65.337471,73.024513,38.29752,41.167252,51.029358,50.211964,26.898495,44.791698,56.461102,53.324623,38.977016,45.176704,21.020132,28.165428,10.763028,26.316887,42.995998,72.818062,22.708292,45.455112,49.490284,52.117222,40.394196
16.567301,45.99107,17.381981,67.18322,58.867508,32.021053,46.744686,43.42226,23.131565,65.787689,72.74115,38.556053,41.638721,50.036705,51.062683,26.729109,40.65913,60.741058,50.705734,37.56876,50.701675,21.383572,28.661961,10.773388,28.196268,46.274025,73.448112,24.666895,45.184048,48.865898,52.163265,37.245132
15.923685,45.36795,21.519537,67.742683,58.817951,32.090313,47.123974,42.514847,22.674837,66.219536,72.428261,38.922817,42.190353,49.046181,52.00547,26.534563,36.056133,64.481262,47.70462,37.105824,55.478973,21.784006,29.236715,10.782636,30.138634,49.341198,74.038719,27.430616,44.920891,48.180912,52.157753,34.328876
15.885373,44.554295,26.799147,68.188431,58.755424,32.150867,47.461094,41.650307,22.150881,66.630966,72.068192,39.408863,42.816357,48.040138,52.991982,26.329552,31.141512,67.552299,44.318409,37.817997,59.027702,22.232746,29.881372,10.790192,32.117702,52.116631,74.611122,30.873404,44.666817,47.430504,52.07523,31.752941
16.402031,43.643684,32.897038,68.529907,58.686363,32.211014,47.781738,40.826473,21.574402,67.022369,71.640541,39.922947,43.506237,47.017433,53.946007,26.130474,26.112829,69.874252,40.615158,39.753548,61.09309,22.728703,30.580479,10.793221,34.106552,54.555405,75.215485,34.812157,44.422558,46.614456,51.89933,29.600903
17.442541,42.68969,39.148926,68.77906,58.620892,32.276253,48.127262,40.036633,20.971725,67.397011,71.126915,40.370274,44.245232,45.989452,54.793697,25.950663,21.202509,71.411072,36.760342,42.722931,61.601818,23.261208,31.313686,10.788591,36.078312,56.639992,75.928078,39.020046,44.188553,45.737648,51.628815,27.935333
19.003757,41.702755,44.724243,68.94313,58.568844,32.348392,48.537804,39.269001,20.372864,67.760506,70.514297,40.723568,45.015427,44.970463,55.505413,25.797228,16.664375,72.162651,33.016861,46.309238,60.608768,23.816448,32.061279,10.774779,38.006771,58.372482,76.827881,43.255447,43.965179,44.809437,51.272217,26.800011
21.102449,40.663128,48.953465,69.02169,58.535313,32.426792,49.029331,38.507679,19.803137,68.119713,69.796989,41.02663,45.797565,43.967178,56.116875,25.670364,12.750661,72.156395,29.737869,49.964619,58.251381,24.384523,32.808529,10.752557,39.866917,59.769817,77.961876,47.299091,43.752842,43.842194,50.839737,26.220161
23.749962,39.542816,51.601387,69.00946,58.518318,32.509941,49.581978,37.736061,19.279625,68.481323,68.976395,41.356232,46.572819,42.972424,56.698406,25.564728,9.683031,71.43914,27.348001,53.160347,54.702766,24.963394,33.547161,10.724926,41.635292,60.861439,79.300278,50.984901,43.551811,42.849628,50.339111,26.201344
26.916355,38.325401,52.95787,68.903366,58.50967,32.596321,50.151165,36.941505,18.810883,68.850121,68.057785,41.773319,47.323818,41.966679,57.301651,25.472044,7.624252,70.070381,26.299681,55.512447,50.135574,25.555559,34.273407,10.695898,43.290253,61.687809,80.702599,54.214901,43.362103,41.845554,49.777916,26.728863
30.500881,37.01519,53.656322,68.709488,58.497604,32.684734,50.694485,36.119007,18.397333,69.227272,67.045555,42.292553,48.035095,40.927498,57.939674,25.384071,6.657228,68.117317,26.994753,56.821941,44.730324,26.160818,34.984123,10.668751,44.812084,62.297546,81.950699,56.959068,43.18364,40.843552,49.167938,27.769743
34.33033,35.638538,54.311272,68.446426,58.469406,32.774464,51.19178,35.272755,18.032928,69.609993,65.940125,42.890213,48.693588,39.84124,58.599899,25.294701,6.776777,65.651939,29.662783,57.035831,38.741383,26.771862,35.672829,10.645891,46.183002,62.742218,82.867622,59.246956,43.016468,39.857567,48.526604,29.278177
38.191837,34.242188,55.227062,68.144279,58.412746,32.865379,51.650295,34.415375,17.708857,69.993324,64.73822,43.534885,49.289303,38.710457,59.262936,25.200565,7.897855,62.748695,34.217594,56.178192,32.568634,27.372795,36.326992,10.629435,47.387062,63.069202,83.396103,61.15353,42.860725,38.902927,47.875599,31.203114
41.880798,32.887569,56.367897,67.842224,58.316051,32.957867,52.090664,33.564651,17.417965,70.373093,63.435787,44.210655,49.816128,37.552788,59.913895,25.10066,9.879824,59.482262,40.163559,54.296803,26.750769,27.941303,36.929783,10.620678,48.410034,63.313618,83.561394,62.777077,42.716209,37.99696,47.239849,33.494175
45.239388,31.638466,57.552563,67.586082,58.168709,33.052338,52.529495,32.739048,17.157396,70.748177,62.031895,44.914646,50.272358,36.393986,60.546535,24.995766,12.559555,55.925896,46.62656,51.446892,21.860662,28.460072,37.467525,10.619746,49.239304,63.491913,83.431633,64.213326,42.582039,37.158657,46.648579,36.101376
48.175892,30.543745,58.637234,67.421982,57.961277,33.148464,52.974312,31.954588,16.928396,71.120514,60.533028,45.63279,50.660023,35.260063,61.162216,24.887878,15.781978,52.152214,52.531441,47.710461,18.364063,28.928789,37.936161,10.625978,49.863754,63.601135,83.127228,65.537186,42.456394,36.407516,46.134296,38.965744
50.665382,29.625986,59.550747,67.383415,57.684856,33.244526,53.428558,31.223392,16.735136,71.493805,58.957165,46.321102,50.982834,34.17046,61.765652,24.779657,19.41939,48.236954,56.875019,43.227158,16.516443,29.363863,38.341873,10.638269,50.273754,63.625084,82.802773,66.797829,42.336296,35.762058,45.724213,42.001175
52.735798,28.882551,60.25563,67.477577,57.330128,33.337307,53.89978,30.552046,16.583303,71.872452,57.337769,46.916,51.243565,33.136726,62.360874,24.674019,23.377794,44.263527,58.979858,38.217266,16.338211,29.790533,38.698101,10.65498,50.461178,63.543762,82.575951,68.02253,42.217495,35.238308,45.425144,45.07682
54.446754,28.292059,60.728462,67.681107,56.88752,33.422459,54.409077,29.939938,16.479172,72.261139,55.727005,47.364609,51.442307,32.167225,62.950027,24.574017,27.591921,40.326874,58.620014,33.005322,17.67325,30.233841,39.018208,10.674297,50.419502,63.341534,82.491302,69.22155,42.094704,34.848198,45.210621,48.019287
55.867611,27.821192,60.96854,67.948738,56.349297,33.495369,54.995827,29.379898,16.428427,72.664589,54.195648,47.6478,51.575775,31.27286,63.532677,24.482889,32.008621,36.534863,55.982517,28.026421,20.293526,30.711414,39.30751,10.695496,50.14394,63.01186,82.542015,70.391068,41.962482,34.597942,45.022949,50.644615
57.058491,27.433939,61.012428,68.228088,55.712742,33.552166,55.707909,28.861797,16.434,73.087051,52.826988,47.784348,51.636963,30.469404,64.104263,24.403904,36.559841,33.005882,51.523159,23.761038,23.987658,31.230532,39.561523,10.719754,49.631584,62.558563,82.700951,71.515915,41.816589,34.486809,44.794746,52.804546
58.058918,27.102583,60.934048,68.471886,54.982552,33.590588,56.582829,28.377016,16.496279,73.531143,51.705345,47.821415,51.614601,29.775242,64.655983,24.339773,41.138199,29.862473,45.817886,20.600517,28.575344,31.789631,39.77071,10.749385,48.881569,61.994358,82.936966,72.574608,41.655106,34.506775,44.478424,54.422058
58.887707,26.81424,60.821049,68.644737,54.170902,33.610271,57.627575,27.921177,16.617329,73.996078,50.903553,47.808056,51.492596,29.206051,65.17704,24.291792,45.595261,27.221567,39.465408,18.709286,33.820042,32.383595,39.928284,10.786382,47.895241,61.337551,83.221619,73.546211,41.478539,34.643505,44.064846,55.502964
59.550797,26.566618,60.740582,68.725014,53.295288,33.612602,58.810009,27.494137,16.802786,74.475937,50.474403,47.761658,51.249382,28.767986,65.657646,24.259165,49.765812,25.182623,33.042923,17.976858,39.31002,33.009644,40.037292,10.831844,46.676296,60.607723,83.532364,74.416206,41.289009,34.878239,43.579361,56.124325
60.049412,26.357098,60.712845,68.703415,52.375278,33.600273,60.072865,27.098228,17.056242,74.959015,50.446903,47.654003,50.857208,28.451395,66.0895,24.238853,53.501034,23.81653,27.099714,18.117479,44.499069,33.669178,40.113098,10.886072,45.23093,59.821571,83.854126,75.179405,41.089241,35.189808,43.061184,56.406921
60.384872,26.175617,60.707523,68.579674,51.429993,33.576542,61.352913,26.736065,17.368084,75.429222,50.82423,47.423649,50.282059,28.231581,66.462502,24.226189,56.695511,23.158409,22.179085,18.879154,48.933762,34.365738,40.178406,10.948382,43.567989,58.990292,84.179321,75.839241,40.881802,35.556187,42.53743,56.481026
60.560699,26.007782,60.662392,68.357132,50.476536,33.54438,62.58939,26.408627,17.706711,75.869965,51.579918,47.003849,49.485928,28.07889,66.761948,24.216064,59.303329,23.207741,18.813936,20.231766,52.393402,35.102268,40.253094,11.016857,41.699131,58.120014,84.504967,76.404732,40.668804,35.955357,42.008953,56.455425
60.583794,25.842907,60.511547,68.035095,49.528805,33.505749,63.726055,26.113977,18.025497,76.268745,52.65173,46.348633,48.433117,27.971884,66.971954,24.204145,61.342583,23.938244,17.395189,22.416645,54.875565,35.878094,40.346245,11.088413,39.638996,57.215672,84.827995,76.886765,40.451893,36.365349,41.47036,56.398697
60.465527,25.674963,60.212322,67.602211,48.5961,33.461166,64.71389,25.847027,18.282705,76.619888,53.936825,45.439922,47.099934,27.905485,67.082497,24.187563,62.88773,25.314165,17.968275,25.78717,56.553482,36.689648,40.455551,11.159271,37.405411,56.286106,85.142662,77.29554,40.232399,36.763393,40.941929,56.336452
60.22224,25.494976,59.75993,67.034348,47.681988,33.409691,65.515717,25.60038,18.453394,76.924118,55.293858,44.27285,45.483166,27.890299,67.093712,24.164757,64.049904,27.303457,20.180441,30.440281,57.703827,37.533669,40.576176,11.225558,35.01955,55.346241,85.435493,77.639359,40.011543,37.124424,40.465744,56.260822
59.874771,25.28845,59.183117,66.296898,46.784283,33.349377,66.106285,25.365864,18.5317,77.185944,56.555988,42.839272,43.601917,27.942614,67.016052,24.134417,64.948601,29.877054,23.486036,35.909519,58.590076,38.408092,40.711273,11.283916,32.506035,54.41375,85.670967,77.924561,39.790596,37.419548,40.067608,56.144577
59.446968,25.044252,58.527061,65.350113,45.896214,33.278053,66.463715,25.136126,18.531813,77.410271,57.552124,41.138962,41.49295,28.069468,66.864876,24.094385,65.682846,32.989624,27.431847,41.360004,59.370731,39.311626,40.870319,11.33249,29.892914,53.50259,85.789085,78.155563,39.570751,37.615631,39.73621,55.954472
58.963444,24.764824,57.837872,64.15461,45.00819,33.194393,66.559669,24.905922,18.481592,77.599625,58.128407,39.210331,39.204967,28.259516,66.649353,24.041574,66.311935,36.5494,31.758837,46.110844,60.087769,40.243629,41.05986,11.371,27.211515,52.618687,85.748489,78.334671,39.35276,37.676872,39.457447,55.662098
58.446678,24.468668,57.154648,62.675644,44.109554,33.098972,66.361847,24.672825,18.404625,77.752678,58.164551,37.139545,36.796566,28.487375,66.36129,23.973194,66.851723,40.396843,36.300613,49.857944,60.712357,41.201477,41.279953,11.399538,24.49609,51.760166,85.558304,78.461525,39.136795,37.568279,39.269646,55.251507
57.914211,24.187237,56.506416,60.886234,43.189915,32.995094,65.850136,24.436869,18.308809,77.86425,57.586094,35.033947,34.338184,28.725328,65.977684,23.888603,67.284264,44.31366,40.859699,52.571743,61.198635,42.177956,41.526333,11.417659,21.783285,50.920509,85.24968,78.532692,38.922768,37.260479,39.260189,54.722935
57.377178,23.957502,55.9119,58.769905,42.240246,32.888954,65.036507,24.199135,18.190449,77.926613,56.373394,32.985558,31.915665,28.953022,65.476173,23.790611,67.573097,48.066685,45.178406,54.414925,61.519199,43.165142,41.794083,11.424804,19.111429,50.091835,84.854279,78.541969,38.710823,36.734962,39.490467,54.092426
56.840969,23.808508,55.381401,56.323715,41.254215,32.788521,63.972691,23.960007,18.042324,77.931763,54.564461,31.057426,29.632652,29.159895,64.845711,23.685705,67.676872,51.464447,49.017944,55.703934,61.677406,44.161472,42.081181,11.420943,16.519669,49.266705,84.403435,78.4813,38.501518,35.988991,39.929153,53.387852
56.307186,23.748066,54.919109,53.562523,40.230007,32.701252,62.726944,23.718185,17.858751,77.87368,52.249172,29.285929,27.610165,29.340021,64.095268,23.583019,67.55835,54.392342,52.26997,56.773094,61.702023,45.169521,42.390354,11.406846,14.046964,48.438381,83.916977,78.342072,38.295795,35.039047,40.456459,52.642578
55.775154,23.75996,54.525455,50.525448,39.172176,32.631664,61.343582,23.471386,17.636993,77.74984,49.556046,27.678108,25.982328,29.489281,63.259472,23.492226,67.189598,56.812504,54.987568,57.784649,61.635933,46.182835,42.726669,11.384488,11.730985,47.600151,83.400986,78.116615,38.094925,33.921299,40.921787,51.888657
55.242603,23.81303,54.19936,47.284634,38.092339,32.580318,59.82341,23.218805,17.377214,77.56144,46.634693,26.216064,24.887373,29.609171,62.384796,23.420904,66.555191,58.742741,57.302532,58.681801,61.52422,47.178371,43.090591,11.357096,9.606927,46.744507,82.867889,77.799622,37.900532,32.687889,41.205875,51.151398
54.706257,23.87475,53.936634,43.954109,37.007385,32.544479,58.130322,22.964224,17.082205,77.312164,43.637562,24.879251,24.453165,29.707201,61.502899,23.372499,65.654984,60.233604,59.306644,59.321102,61.402874,48.126667,43.471478,11.328456,7.706321,45.863155,82.345703,77.389114,37.714531,31.3992,41.252392,50.446705
