"X004_hop_L_01.c3d.11","X008_hop_R_01.c3d.11","X009_Hop_L_01.c3d.11","X012_hop_L_01.c3d.11","X015_Hop_R_01.c3d.11","X016_Hop_R_01.c3d.11","X017_hop_L_01.c3d.11","X018_hop_R_01.c3d.11","X019_hop_L_01.c3d.11","X021_Hop_L_01.c3d.11","X027_hop_R_01.c3d.11","X028_Hop_L_01.c3d.11","X033_hop_R_01.c3d.11","X035_Hop_R_01.c3d.11","X036_Hop_L_01.c3d.11","X037_hop_R_01.c3d.11","X049_hop_R_01.c3d.11","X052_Hop_R_01.c3d.11","X053_hop_L_01.c3d.11","X068_hop_R_01.c3d.11","X070_hop_R_01.c3d.11","X073_hop_R_01.c3d.11","X075_hop_L_01.c3d.11","X080_hop_L_01.c3d.11","X086_Hop_R_01.c3d.11","X092_hop_R_01.c3d.11","X100_hop_R_01.c3d.11","X103_hop_R_01.c3d.11","X111_hop_L_01.c3d.11","X118_hop_R_01.c3d.11","X119_hop_R_01.c3d.11","X128_hop_R_01.c3d.11","X130_Hop_L_01.c3d.11","X149_hop_R_01.c3d.11","X155_hop_R_01.c3d.11","X329_hop_L_01.c3d.11"
13.931958,17.803173,13.085546,23.906906,17.25091,26.752377,9.575655,10.482844,24.047121,33.444004,33.050049,9.141728,4.657141,11.866915,11.19741,16.13308,8.251756,16.523611,9.294415,25.859959,18.107761,41.460426,34.238476,13.840393,30.095575,7.398735,24.819916,10.951837,9.082942,17.015928,13.213116,19.128141,0.799849,31.405455,9.287166,8.022938
13.930224,17.878275,13.141869,23.874031,17.247049,26.701775,9.577736,10.493423,24.022518,33.507008,33.110458,9.155954,4.71359,11.87903,11.190811,16.185452,8.350605,16.517147,9.28901,25.928501,18.213217,41.536705,34.119629,13.823438,30.119938,7.442801,24.903053,10.973765,9.095484,16.97213,13.214149,19.291973,0.858726,31.426378,9.356195,8.073277
13.926888,17.95722,13.200056,23.841022,17.243109,26.651585,9.580293,10.506322,23.995255,33.572617,33.172348,9.170069,4.771628,11.889862,11.184127,16.239395,8.454494,16.509554,9.283634,26.0005,18.32239,41.615311,33.996563,13.80535,30.147196,7.486932,24.985651,10.996969,9.107826,16.927143,13.213528,19.462015,0.917976,31.446646,9.42927,8.123634
13.921872,18.040081,13.259381,23.809021,17.239265,26.603468,9.583883,10.522017,23.965244,33.640106,33.235455,9.184092,4.832682,11.899696,11.177765,16.29496,8.563043,16.50104,9.278135,26.075577,18.434311,41.69413,33.87104,13.786442,30.17798,7.53024,25.064848,11.021772,9.119723,16.881531,13.211413,19.636171,0.977255,31.464743,9.506462,8.172742
13.91509,18.126959,13.319305,23.778994,17.235678,26.558851,9.589048,10.540745,23.932619,33.7089,33.299564,9.198013,4.898026,11.908713,11.171873,16.352188,8.676087,16.491772,9.272495,26.153538,18.548309,41.771339,33.744473,13.766993,30.213051,7.571953,25.138369,11.048512,9.130905,16.835712,13.207993,19.812862,1.036289,31.479425,9.587904,8.219584
13.906514,18.217836,13.379431,23.751715,17.232487,26.518881,9.596291,10.562396,23.897852,33.778469,33.364468,9.211788,4.968708,11.917027,11.166319,16.411045,8.793513,16.481911,9.266838,26.234259,18.663895,41.845379,33.618069,13.747298,30.253191,7.61143,25.204609,11.07749,9.141086,16.790007,13.203531,19.990831,1.094863,31.489773,9.673639,8.263433
13.896206,18.31251,13.439467,23.727777,17.22982,26.48443,9.606072,10.586503,23.861795,33.848293,33.429928,9.225346,5.045532,11.924712,11.160699,16.471405,8.915161,16.471638,9.261433,26.317631,18.780685,41.914875,33.49292,13.727695,30.299141,7.648163,25.262642,11.108943,9.149966,16.744646,13.198399,20.169041,1.152814,31.495193,9.763564,8.30383
13.884321,18.410563,13.499208,23.707603,17.227791,26.45611,9.618807,10.612288,23.825634,33.917839,33.495701,9.23859,5.12905,11.931819,11.15438,16.533041,9.0408,16.461149,9.25668,26.403551,18.898361,41.978634,33.370029,13.708573,30.351522,7.681784,25.312162,11.143027,9.157247,16.699793,13.193039,20.346617,1.21002,31.495388,9.857423,8.340579
13.87111,18.511404,13.558523,23.691465,17.226496,26.434303,9.634862,10.638769,23.790794,33.986557,33.561512,9.251411,5.219576,11.938386,11.146555,16.59564,9.170135,16.450657,9.2531,26.491928,19.01663,42.035618,33.250324,13.690366,30.410805,7.712059,25.353418,11.179809,9.162637,16.655554,13.187937,20.522833,1.266391,31.490303,9.954838,8.373699
13.856899,18.614305,13.61735,23.679499,17.226013,26.419203,9.654556,10.664882,23.75882,34.053894,33.627102,9.26369,5.317187,11.944448,11.136323,16.658812,9.302831,16.44038,9.251314,26.582703,19.135242,42.084953,33.134644,13.673537,30.477253,7.738879,25.387112,11.219255,9.16588,16.611971,13.18356,20.697119,1.321867,31.480078,10.05536,8.403385
13.842079,18.718462,13.675693,23.671734,17.226395,26.410845,9.678159,10.689597,23.731232,34.119335,33.692242,9.275303,5.421738,11.950033,11.122759,16.722103,9.43855,16.430538,9.252014,26.675848,19.253986,42.125954,33.023724,13.658557,30.550932,7.76225,25.414299,11.261238,9.166774,16.569044,13.180325,20.869074,1.376413,31.465004,10.158514,8.42997
13.827084,18.823048,13.733623,23.668118,17.227667,26.409124,9.70589,10.712011,23.709402,34.182415,33.756733,9.286137,5.532864,11.955178,11.105005,16.784998,9.576982,16.421352,9.255941,26.771374,19.372717,42.158142,32.918152,13.64587,30.631702,7.782272,25.436312,11.305532,9.165202,16.526726,13.17856,21.038464,1.430017,31.445494,10.263838,8.453876
13.812377,18.927265,13.791263,23.668524,17.229813,26.413834,9.737919,10.731412,23.694464,34.242748,33.820427,9.296091,5.649984,11.959921,11.082348,16.846922,9.717856,16.413052,9.263836,26.869326,19.491381,42.181244,32.818386,13.635862,30.719238,7.799121,25.454649,11.35183,9.161161,16.484945,13.178496,21.205229,1.482697,31.422054,10.370905,8.475589
13.798429,19.030388,13.848781,23.672792,17.232786,26.424656,9.774357,10.747311,23.687239,34.300053,33.883232,9.305089,5.772319,11.9643,11.054295,16.907248,9.860969,16.405872,9.276402,26.96977,19.610039,42.19521,32.72472,13.62883,30.813053,7.813025,25.470898,11.399748,9.154789,16.4436,13.180262,21.369467,1.534497,31.39526,10.479342,8.495616
13.785707,19.131779,13.906382,23.680731,17.236507,26.441189,9.815258,10.759452,23.688219,34.354145,33.945103,9.313079,5.898897,11.968361,11.020631,16.965305,10.006177,16.400084,9.294248,27.072796,19.72887,42.200195,32.637318,13.624943,30.912521,7.824245,25.486629,11.448855,9.146379,16.402565,13.183886,21.53142,1.58549,31.365732,10.588823,8.514472
13.774652,19.230911,13.964293,23.692142,17.24087,26.462948,9.860607,10.767798,23.697594,34.404953,34.006035,9.320045,6.028579,11.972142,10.981457,17.020386,10.153412,16.395985,9.317848,27.178505,19.848185,42.196548,32.556221,13.62422,31.016899,7.833064,25.503323,11.498692,9.136396,16.361696,13.189306,21.691442,1.635773,31.334118,10.699073,8.532654
13.765668,19.32737,14.022758,23.706837,17.24575,26.489386,9.910323,10.772504,23.715271,34.452484,34.066074,9.326004,6.160089,11.975679,10.937185,17.071768,10.302664,16.393909,9.347497,27.28701,19.968399,42.184799,32.48138,13.626521,31.125343,7.839766,25.522274,11.548786,9.12547,16.320824,13.196383,21.84997,1.68547,31.301058,10.809847,8.550624
13.759109,19.420837,14.082029,23.724628,17.251024,26.519917,9.964249,10.773871,23.740959,34.496838,34.125271,9.331005,6.292048,11.978999,10.888504,17.118744,10.453983,16.394236,9.383297,27.398426,20.090027,42.1656,32.412666,13.631536,31.236927,7.844631,25.54455,11.598679,9.114367,16.279766,13.204907,22.007479,1.73472,31.267168,10.920928,8.568794
13.755271,19.511095,14.142363,23.745344,17.256569,26.55393,10.022157,10.772315,23.774218,34.538162,34.183712,9.335133,6.423021,11.982119,10.836312,17.160639,10.60746,16.397367,9.425164,27.512856,20.213648,42.139725,32.349899,13.638808,31.350679,7.847929,25.570942,11.647934,9.103957,16.238338,13.214607,22.164452,1.783676,31.233015,11.032109,8.587513
13.754379,19.59799,14.204001,23.768833,17.262274,26.590836,10.083751,10.768308,23.814529,34.576641,34.241486,9.338491,6.551566,11.985045,10.781631,17.196857,10.763209,16.403746,9.472859,27.630371,20.339878,42.108021,32.292854,13.647746,31.46562,7.849909,25.601967,11.696151,9.095147,16.196358,13.225164,22.321339,1.832498,31.199091,11.143191,8.607055
13.756593,19.681438,14.267171,23.794949,17.268053,26.630077,10.148672,10.762338,23.861353,34.61248,34.298698,9.341209,6.676277,11.987781,10.72553,17.226913,10.92136,16.413828,9.526044,27.751009,20.469343,42.071392,32.241268,13.657664,31.580811,7.850807,25.637888,11.742965,9.088814,16.153669,13.236226,22.478544,1.881345,31.165812,11.253971,8.627603
13.762005,19.761391,14.332054,23.823563,17.273846,26.671162,10.216516,10.754857,23.914158,34.645878,34.355473,9.343425,6.795825,11.990325,10.669049,17.250448,11.082038,16.428087,9.584335,27.874746,20.60265,42.030769,32.194847,13.667816,31.695417,7.850837,25.678768,11.788058,9.085728,16.11014,13.247418,22.6364,1.93038,31.133493,11.364235,8.649249
13.77065,19.837839,14.398776,23.854565,17.27961,26.713678,10.286837,10.746236,23.97245,34.677025,34.411949,9.345283,6.908994,11.992678,10.613171,17.26726,11.245351,16.446999,9.647363,28.00149,20.740355,41.987083,32.153282,13.677444,31.808758,7.850194,25.724529,11.83116,9.086497,16.065678,13.258364,22.79517,1.979774,31.102354,11.473759,8.671981
13.78251,19.910797,14.467385,23.887861,17.28533,26.757292,10.359173,10.736726,24.035778,34.706074,34.468296,9.346925,7.014693,11.994849,10.558781,17.2773,11.411377,16.471035,9.714806,28.131065,20.882938,41.941257,32.116241,13.68583,31.920324,7.849053,25.775032,11.872052,9.091526,16.020229,13.268706,22.955046,2.029708,31.072502,11.582308,8.69568
13.797522,19.980307,14.537837,23.923376,17.290997,26.801752,10.433057,10.726427,24.103735,34.733154,34.524689,9.348485,7.111973,11.996854,10.506674,17.280674,11.580142,16.500654,9.786417,28.263212,21.030785,41.894169,32.083408,13.692338,32.029789,7.847574,25.83013,11.910579,9.101005,15.973779,13.278127,23.116156,2.080384,31.043926,11.689644,8.720119
13.815583,20.046425,14.609991,23.961058,17.296618,26.846874,10.508037,10.715273,24.175964,34.758366,34.581337,9.350083,7.200022,11.99872,10.457542,17.277615,11.751612,16.53628,9.862022,28.397581,21.184151,41.846653,32.054462,13.69647,32.136974,7.845895,25.889715,11.946647,9.114929,15.926354,13.286358,23.278568,2.132025,31.016489,11.795539,8.744972
13.836566,20.10924,14.683617,24.000872,17.302198,26.892523,10.583681,10.703035,24.252153,34.78178,34.638443,9.351821,7.278167,12.000481,10.411989,17.268461,11.925675,16.578295,9.941504,28.533737,21.343151,41.799492,32.029133,13.697893,32.241829,7.844138,25.953726,11.980232,9.133145,15.878023,13.293192,23.442293,2.184872,30.989918,11.899792,8.769825
13.860319,20.168861,14.758411,24.042812,17.307745,26.938601,10.659595,10.689342,24.332047,34.803436,34.696213,9.353768,7.345868,12.002175,10.37052,17.25362,12.102136,16.627005,10.024776,28.671179,21.507761,41.753407,32.007168,13.696456,32.344402,7.842409,26.022139,12.011381,9.155411,15.828903,13.298482,23.607294,2.239176,30.963812,12.002244,8.794191
13.886681,20.225433,14.834036,24.086889,17.313259,26.985023,10.73542,10.673712,24.415436,34.823372,34.754833,9.355968,7.402719,12.003848,10.333558,17.233524,12.280704,16.682631,10.111739,28.809364,21.677801,41.709076,31.988361,13.692187,32.44479,7.840798,26.094946,12.0402,9.181456,15.77916,13.30214,23.773483,2.295177,30.937649,12.102789,8.81753
13.915478,20.279142,14.910142,24.133129,17.318735,27.031727,10.81084,10.655592,24.502169,34.841591,34.814461,9.358422,7.448456,12.005542,10.301452,17.208614,12.461,16.745272,10.202264,28.947735,21.852966,41.667122,31.972555,13.68527,32.543129,7.839384,26.172129,12.066847,9.211053,15.729016,13.304128,23.940735,2.353095,30.91081,12.201379,8.839272
13.946527,20.330212,14.986408,24.181559,17.324162,27.078651,10.885574,10.634418,24.592142,34.858093,34.875221,9.361098,7.482969,12.007298,10.27448,17.1793,12.642547,16.814898,10.29617,29.08576,22.032835,41.628132,31.959629,13.676002,32.639561,7.838237,26.253643,12.091517,9.244065,15.678748,13.304456,24.108875,2.4131,30.882614,12.298022,8.858843
13.979635,20.378923,15.062569,24.232199,17.329519,27.12575,10.959373,10.609662,24.685291,34.872864,34.937206,9.363916,7.506323,12.009157,10.252872,17.145962,12.824784,16.891333,10.393227,29.222963,22.216888,41.592659,31.949516,13.664754,32.73423,7.837421,26.339407,12.114433,9.280476,15.628683,13.303169,24.277695,2.475303,30.852352,12.392778,8.875687
14.014584,20.425608,15.138428,24.285038,17.334789,27.172985,11.032011,10.580872,24.781576,34.885868,35.000481,9.366756,7.518785,12.011156,10.236803,17.108931,13.007073,16.974245,10.493173,29.358953,22.404539,41.561211,31.9422,13.651924,32.827274,7.836997,26.429302,12.135824,9.320394,15.579191,13.30035,24.446938,2.539747,30.819338,12.485753,8.889299
14.051127,20.47064,15.213863,24.340027,17.339954,27.22035,11.103278,10.547715,24.880949,34.897057,35.065121,9.369458,7.520845,12.01333,10.2264,17.068501,13.188707,17.063156,10.595731,29.493443,22.595135,41.534271,31.937727,13.637905,32.918819,7.837026,26.523182,12.155919,9.364052,15.530679,13.296105,24.616314,2.6064,30.782944,12.577089,8.899257
14.088983,20.514433,15.288822,24.397053,17.344995,27.267857,11.172968,10.510001,24.983335,34.906361,35.131207,9.371829,7.51322,12.015715,10.221731,17.024918,13.368922,17.157444,10.70063,29.626247,22.787977,41.512276,31.936211,13.623059,33.008976,7.837567,26.620872,12.174934,9.411777,15.483576,13.290559,24.785498,2.675172,30.74264,12.666963,8.905254
14.127831,20.557425,15.363299,24.455942,17.349894,27.315546,11.240868,10.467692,25.088617,34.913715,35.198864,9.37366,7.496858,12.018351,10.222797,16.97839,13.546911,17.256376,10.807606,29.757294,22.98233,41.495602,31.937822,13.607707,33.097843,7.838683,26.722193,12.193065,9.463964,15.438328,13.283852,24.954132,2.745915,30.69803,12.755567,8.907139
14.167321,20.600058,15.43731,24.516459,17.35463,27.36348,11.306741,10.420898,25.196615,34.919029,35.268261,9.374747,7.472902,12.021282,10.229521,16.929081,13.721839,17.359116,10.916393,29.886595,23.177427,41.48457,31.942781,13.59213,33.185524,7.840435,26.826956,12.210476,9.521036,15.395379,13.276134,25.121838,2.81845,30.648886,12.843111,8.904947
14.207081,20.642763,15.51086,24.57831,17.35918,27.411736,11.370326,10.369866,25.307104,34.92223,35.339619,9.374915,7.442641,12.024563,10.241725,16.877115,13.892863,17.464764,11.026715,30.014219,23.372471,41.479416,31.951328,13.576571,33.272102,7.842882,26.934982,12.227295,9.583409,15.355169,13.267562,25.288223,2.892581,30.595152,12.929814,8.898927
14.246732,20.685955,15.583919,24.64118,17.363522,27.460396,11.431324,10.314956,25.419809,34.923241,35.413204,9.374053,7.407433,12.028258,10.25913,16.822578,14.059157,17.572392,11.13826,30.140274,23.566654,41.480282,31.963696,13.561239,33.357666,7.846087,27.046116,12.243608,9.65146,15.31811,13.258301,25.452885,2.968113,30.536978,13.015907,8.889558
14.28591,20.730022,15.656392,24.704742,17.367617,27.509529,11.489401,10.25661,25.53443,34.922005,35.489307,9.372137,7.368628,12.032448,10.281343,16.765524,14.219937,17.681067,11.250668,30.264856,23.759167,41.487213,31.980078,13.546329,33.44228,7.85011,27.160219,12.259459,9.725498,15.284588,13.248523,25.615431,3.044866,30.474733,13.101637,8.877542
14.324281,20.775324,15.728119,24.76869,17.371424,27.559179,11.544196,10.195328,25.650635,34.91848,35.568214,9.369263,7.327489,12.037227,10.307858,16.705988,14.374489,17.78989,11.363531,30.388027,23.949215,41.500153,32.000591,13.532013,33.525982,7.855015,27.277191,12.274857,9.805758,15.254939,13.238406,25.775471,3.122689,30.409014,13.187278,8.863783
14.361559,20.822206,15.798876,24.832752,17.374893,27.609367,11.595332,10.131629,25.76807,34.912659,35.650181,9.365664,7.285149,12.0427,10.338068,16.644007,14.522205,17.898026,11.476417,30.509783,24.136055,41.518959,32.025238,13.518454,33.608784,7.860865,27.396961,12.289791,9.892385,15.229458,13.228139,25.93264,3.201468,30.340649,13.273137,8.84933
14.397513,20.871017,15.868402,24.896702,17.37797,27.660086,11.642433,10.066033,25.886349,34.90456,35.735409,9.36173,7.242572,12.048982,10.371285,16.579626,14.662613,18.004717,11.588895,30.630032,24.319016,41.543396,32.053898,13.505809,33.690613,7.867723,27.519491,12.304241,9.985439,15.208384,13.217914,26.086586,3.281129,30.270683,13.359559,8.835303
14.431964,20.922117,15.936439,24.960361,17.380589,27.711302,11.685139,9.99904,26.005043,34.894253,35.824013,9.357988,7.200559,12.056182,10.406758,16.51293,14.795399,18.109318,11.70059,30.748589,24.497526,41.57317,32.086269,13.494235,33.771339,7.875645,27.644793,12.318195,10.084888,15.191911,13.207931,26.236984,3.361647,30.20035,13.446913,8.822807
14.464778,20.975899,16.00276,25.023582,17.382694,27.762985,11.723127,9.931116,26.123684,34.881832,35.916023,9.355088,7.159758,12.064404,10.443703,16.444048,14.920425,18.211296,11.811214,30.865164,24.671135,41.607944,32.121895,13.483895,33.850735,7.884678,27.77294,12.33166,10.190598,15.180183,13.198388,26.38352,3.443039,30.130989,13.535576,8.81285
14.495851,21.032768,16.067217,25.086231,17.384226,27.815111,11.756132,9.862697,26.241764,34.867455,36.011375,9.353744,7.120694,12.073735,10.481326,16.373167,15.037729,18.310257,11.920606,30.979391,24.839527,41.647358,32.160137,13.474959,33.928478,7.894853,27.904095,12.344672,10.302338,15.173307,13.189474,26.525906,3.525364,30.063974,13.625906,8.806264
14.5251,21.093132,16.129757,25.148167,17.385147,27.867687,11.783957,9.794175,26.358757,34.851303,36.109921,9.354676,7.083797,12.084236,10.518854,16.300535,15.147511,18.405943,12.028745,31.090847,25.002518,41.691051,32.200222,13.467614,34.004147,7.906182,28.038528,12.357302,10.419754,15.17135,13.181364,26.663855,3.608707,30.000599,13.718199,8.803663
14.552451,21.157351,16.190437,25.209223,17.385431,27.920767,11.806478,9.725916,26.474127,34.833588,36.211437,9.358559,7.049428,12.095947,10.555546,16.226465,15.250113,18.498247,12.135748,31.199081,25.160046,41.738667,32.241257,13.462058,34.077248,7.918653,28.176619,12.369657,10.542377,15.174349,13.174206,26.797098,3.693164,29.941986,13.812654,8.805403
14.577838,21.225681,16.249428,25.269209,17.385078,27.974459,11.823652,9.658257,26.587358,34.814541,36.315662,9.365961,7.0179,12.108879,10.590707,16.15132,15.345988,18.587204,12.241851,31.303646,25.312164,41.789864,32.282295,13.458498,34.147224,7.932226,28.318836,12.381883,10.669621,15.182311,13.168113,26.925364,3.778824,29.889019,13.909336,8.81157
14.601206,21.298235,16.306997,25.327908,17.384119,28.028923,11.835522,9.591523,26.697971,34.794395,36.422295,9.377321,6.989503,12.123015,10.623704,16.075512,15.435668,18.672993,12.347358,31.404133,25.459011,41.84433,32.322365,13.457138,34.213467,7.946823,28.4657,12.394162,10.800799,15.195221,13.163164,27.048363,3.865751,29.84231,14.008155,8.821984
14.622513,21.374933,16.363478,25.385099,17.382607,28.084358,11.842207,9.526031,26.805532,34.773396,36.531013,9.392924,6.964506,12.138314,10.653974,15.999495,15.519736,18.755919,12.452585,31.500196,25.600792,41.901764,32.360538,13.458163,34.275364,7.962331,28.617722,12.406708,10.935145,15.213039,13.159396,27.165773,3.953977,29.802191,14.108864,8.836219
14.641736,21.455496,16.41925,25.440575,17.380621,28.140987,11.843895,9.462097,26.90966,34.75177,36.641499,9.412903,6.943163,12.154709,10.681042,15.923756,15.598806,18.836395,12.557803,31.591562,25.737745,41.961895,32.395939,13.461718,34.332302,7.978601,28.775347,12.419759,11.071846,15.235702,13.156806,27.277229,4.043497,29.76874,14.211072,8.853644
14.658879,21.539444,16.474703,25.494158,17.378262,28.19903,11.84083,9.400045,27.01001,34.729759,36.753422,9.437247,6.925706,12.172113,10.704536,15.84881,15.673512,18.914927,12.663183,31.678045,25.870108,42.024448,32.42778,13.46788,34.383705,7.99545,28.9389,12.433576,11.210073,15.263112,13.155355,27.382298,4.134274,29.741814,14.314281,8.873486
14.673978,21.626133,16.53021,25.545715,17.375641,28.258678,11.833298,9.340195,27.106258,34.707588,36.866444,9.465813,6.912329,12.190418,10.724211,15.775197,15.744502,18.992083,12.768754,31.759537,25.998093,42.089153,32.455368,13.47664,34.429043,8.012662,29.108564,12.448433,11.349021,15.295145,13.154976,27.480476,4.226249,29.721113,14.417931,8.894897
14.687103,21.714787,16.58613,25.595156,17.372871,28.320084,11.821624,9.282866,27.198093,34.685486,36.980225,9.498348,6.903174,12.209502,10.739954,15.70348,15.812441,19.068466,12.874385,31.835991,26.121872,42.15572,32.478096,13.487872,34.467842,8.030004,29.284361,12.464609,11.487935,15.331635,13.155573,27.571209,4.319352,29.706219,14.521443,8.917037
14.698364,21.804546,16.642796,25.642416,17.370056,28.383337,11.806166,9.228363,27.285202,34.663673,37.094402,9.534512,6.898305,12.229231,10.75181,15.634249,15.878013,19.144682,12.979786,31.907421,26.24157,42.223824,32.495445,13.501329,34.499683,8.047228,29.466185,12.482384,11.626146,15.372386,13.157038,27.6539,4.413509,29.696659,14.624269,8.939138
14.707913,21.894506,16.700525,25.687458,17.367281,28.448465,11.787305,9.17697,27.367271,34.642345,37.208603,9.573891,6.897694,12.249461,10.759977,15.568129,15.941921,19.221312,13.084525,31.973881,26.357273,42.293106,32.506977,13.516642,34.524208,8.064079,29.653828,12.502023,11.763092,15.417165,13.159253,27.727957,4.508647,29.691957,14.725913,8.960552
14.715941,21.983751,16.759645,25.73024,17.364613,28.515427,11.765438,9.128932,27.443989,34.621666,37.32243,9.616022,6.901204,12.270046,10.764809,15.505783,16.00489,19.298895,13.188063,32.035458,26.469046,42.36314,32.512314,13.533335,34.541096,8.080308,29.847038,12.523774,11.898332,15.465717,13.162098,27.79282,4.604698,29.691679,14.825962,8.980774
14.722675,22.07139,16.820496,25.770714,17.362095,28.584105,11.740958,9.084445,27.515041,34.601761,37.435471,9.660404,6.908579,12.290833,10.766788,15.447915,16.06765,19.377895,13.289793,32.092262,26.576944,42.433434,32.511158,13.550865,34.550064,8.095667,30.045561,12.54786,12.031556,15.517773,13.165454,27.848021,4.701589,29.695475,14.924088,8.999452
14.72837,22.156574,16.88345,25.808834,17.359751,28.654331,11.714249,9.043635,27.580126,34.582699,37.54731,9.706514,6.919448,12.311668,10.766509,15.395261,16.130924,19.458696,13.389092,32.144436,26.681034,42.503426,32.503277,13.568657,34.550854,8.109926,30.249191,12.574469,12.162588,15.573056,13.169205,27.8932,4.799239,29.703115,15.020048,9.016375
14.733297,22.238522,16.948929,25.84457,17.357592,28.725872,11.685678,9.00656,27.638935,34.56451,37.657524,9.753813,6.933333,12.332391,10.764631,15.348565,16.19541,19.541588,13.485366,32.192127,26.781404,42.572475,32.488537,13.586149,34.543213,8.122872,30.457815,12.603749,12.291369,15.6313,13.173243,27.928148,4.897542,29.714516,15.113694,9.031457
14.737734,22.316526,17.017403,25.877926,17.355616,28.798447,11.655599,8.973201,27.691154,34.547173,37.76569,9.801758,6.949672,12.352838,10.761855,15.308546,16.261763,19.626759,13.57809,32.235516,26.878174,42.63987,32.466892,13.602824,34.52689,8.134313,30.671417,12.635812,12.417949,15.692249,13.177473,27.952824,4.996362,29.729755,15.204961,9.044713
14.741947,22.389986,17.089384,25.90896,17.353815,28.871733,11.624348,8.943477,27.736469,34.530624,37.87141,9.849818,6.967847,12.372836,10.758887,15.275856,16.330576,19.714306,13.666851,32.274788,26.971483,42.704838,32.438408,13.618237,34.501633,8.144085,30.890095,12.670725,12.542458,15.755665,13.181813,27.967358,5.095522,29.749075,15.293878,9.056238
14.746189,22.45842,17.165413,25.937801,17.352175,28.945377,11.592247,8.917248,27.77457,34.514771,37.974312,9.89749,6.987228,12.392215,10.756427,15.251035,16.402382,19.804234,13.751373,32.310139,27.061508,42.766582,32.403278,13.632018,34.467197,8.152057,31.114019,12.708522,12.665084,15.821328,13.1862,27.972061,5.194805,29.772861,15.380567,9.066184
14.750683,22.521479,17.246046,25.964638,17.350677,29.019018,11.559604,8.894333,27.805172,34.499493,38.074062,9.94431,7.007208,12.410796,10.755159,15.234477,16.47764,19.896471,13.831529,32.341785,27.148438,42.82428,32.361805,13.643871,34.423336,8.158132,31.343405,12.749196,12.786049,15.889043,13.190591,27.967413,5.293947,29.801622,15.465253,9.074739
14.755608,22.578974,17.331823,25.989719,17.349304,29.092299,11.526711,8.874512,27.828033,34.484646,38.170357,9.989875,7.027246,12.42841,10.755752,15.226399,16.556761,19.990892,13.907331,32.369957,27.232466,42.877129,32.3144,13.653565,34.369835,8.162257,31.578451,12.792714,12.905583,15.958632,13.194965,27.954052,5.392654,29.835924,15.548262,9.082116
14.761095,22.630878,17.42326,26.013321,17.34803,29.164894,11.493849,8.857535,27.843002,34.470078,38.262943,10.033832,7.046903,12.444892,10.758863,15.226832,16.640093,20.087334,13.97892,32.394913,27.313795,42.92437,32.261566,13.660917,34.306499,8.164423,31.819286,12.839014,13.023907,16.029942,13.199329,27.932743,5.490599,29.876333,15.630014,9.088536
14.767208,22.677353,17.520809,26.035727,17.346834,29.23654,11.461272,8.84313,27.850031,34.455643,38.351624,10.075878,7.065871,12.460094,10.765152,15.235622,16.727955,20.18561,14.046525,32.416927,27.392616,42.965317,32.203873,13.66579,34.233181,8.164666,32.065929,12.88802,13.141211,16.10284,13.203708,27.90435,5.587444,29.923332,15.711014,9.094224
14.773935,22.718723,17.624842,26.057196,17.345686,29.307083,11.429219,8.831004,27.849211,34.441212,38.436245,10.115741,7.084007,12.473887,10.775284,15.252441,16.820637,20.28553,14.110424,32.436314,27.469109,42.999386,32.141937,13.668099,34.149792,8.163069,32.318256,12.939647,13.257646,16.177212,13.208146,27.869801,5.682847,29.977228,15.791827,9.099395
14.781189,22.755478,17.735634,26.077951,17.344559,29.37652,11.397905,8.820849,27.840794,34.426689,38.516705,10.153156,7.101346,12.486165,10.78993,15.276821,16.918417,20.386909,14.170898,32.453396,27.543442,43.026096,32.076389,13.667824,34.056278,8.159753,32.576015,12.993811,13.373313,16.252947,13.212704,27.830048,5.776482,30.038069,15.87306,9.104256
14.788815,22.788223,17.85335,26.09816,17.343424,29.445066,11.367533,8.812346,27.825193,34.412018,38.592957,10.187847,7.118108,12.496852,10.809768,15.30818,17.021564,20.489567,14.228197,32.468494,27.615774,43.045105,32.007858,13.665022,33.952656,8.154874,32.838806,13.05043,13.48826,16.329937,13.217452,27.786028,5.868046,30.105577,15.955337,9.108997
14.796604,22.817627,17.978033,26.117922,17.342253,29.513208,11.338301,8.805169,27.802992,34.397186,38.664989,10.219508,7.134692,12.505906,10.835455,15.345869,17.130335,20.593325,14.282507,32.481903,27.686256,43.056187,31.936924,13.659848,33.838982,8.148622,33.106129,13.109428,13.602483,16.408051,13.22247,27.738619,5.957277,30.179096,16.039268,9.113796
14.804319,22.844345,18.109613,26.137259,17.341021,29.581749,11.310418,8.798997,27.774925,34.382225,38.732826,10.247789,7.151656,12.513322,10.867615,15.389215,17.244976,20.698004,14.333944,32.493893,27.755035,43.059254,31.864101,13.652552,33.715347,8.141204,33.377399,13.170725,13.715925,16.487131,13.227838,27.688614,6.043955,30.257587,16.125433,9.118808
14.811715,22.868959,18.247911,26.156105,17.339701,29.651852,11.284115,8.793513,27.741858,34.367199,38.796497,10.272304,7.169685,12.519134,10.906813,15.437561,17.365704,20.80341,14.382549,32.504662,27.822245,43.054314,31.789806,13.643479,33.58189,8.132849,33.651966,13.234234,13.828488,16.566988,13.233633,27.636696,6.127903,30.339655,16.214338,9.124167
