"X2001_hop_L_01.c3d.11","X2002_hop_L_01.c3d.11","X2004_hop_L_01.c3d.11","X2005_hop_L_01.c3d.11","X2006_hop_L_01.c3d.11","X2007_hop_L_01.c3d.11","X2008_hop_L_01.c3d.11","X2009_hop_L_01.c3d.11","X2010_hop_L_01.c3d.11","X2011_hop_L_01.c3d.11","X2012_hop_L_01.c3d.11","X2013_hop_L_01.c3d.11","X2014_hop_L_01.c3d.11","X2015_hop_L_01.c3d.11","X2016_hop_L_01.c3d.11","X2017_hop_L_01.c3d.11","X2018_hop_L_01.c3d.11","X2019_hop_L_01.c3d.11","X2020_hop_L_01.c3d.11","X2021_hop_L_01.c3d.11","X2022_hop_L_01.c3d.11","X2023_hop_L_01.c3d.11","X2024_hop_L_01.c3d.11","X2025_hop_L_01.c3d.11","X2026_hop_L_01.c3d.11","X2027_hop_R_01.c3d.11","X2028_hop_L_01.c3d.11","X2029_hop_L_01.c3d.11","X2030_hop_L_01.c3d.11","X2031_hop_L_01.c3d.11","X2032_hop_L_01.c3d.11","X2034_hop_L_01.c3d.11"
46.551121,42.125725,43.322838,17.207537,36.142929,36.426048,69.659142,34.74876,38.416332,35.619167,33.028927,37.402615,67.496323,39.035625,47.633503,57.475086,61.507259,61.815594,67.851929,32.569923,58.262115,59.56916,61.331387,37.22065,41.920998,56.634289,52.350006,69.144257,49.528297,9.766171,42.744144,69.596817
46.684402,42.214008,43.756756,17.176865,36.324455,36.776363,68.422455,34.828094,39.017574,35.459377,33.098251,36.213581,67.725334,37.602234,47.680969,57.703213,61.47348,61.770599,68.13221,32.842747,58.278515,58.789585,60.868214,37.509026,41.908688,55.661041,51.747112,68.803993,48.311943,9.820792,43.086594,69.15963
46.840305,42.301483,44.189651,17.146265,36.624886,37.122799,67.125023,34.907024,39.688091,35.305286,33.167385,35.05846,67.94413,36.15593,47.726589,57.932983,61.424595,61.712761,68.407478,33.113617,58.294697,57.954655,60.388638,37.803558,41.901649,54.478828,51.172939,68.450157,47.044403,9.876045,43.430195,68.672028
47.017731,42.388218,44.618767,17.11668,37.041187,37.46476,65.768715,34.98595,40.415039,35.157829,33.236309,33.947468,68.152275,34.706154,47.770351,58.164173,61.362114,61.642521,68.67849,33.382156,58.310863,57.063492,59.891628,38.104481,41.899887,53.101158,50.63744,68.083237,45.729153,9.931729,43.774677,68.130486
47.215305,42.474274,45.040386,17.089108,37.568249,37.801811,64.356041,35.0653,41.184731,35.017941,33.305016,32.890625,68.349297,33.263668,47.812218,58.396481,61.287842,61.559959,68.946198,33.648247,58.327179,56.115482,59.375847,38.412003,41.903381,51.543083,50.150928,67.703804,44.370342,9.987633,44.119663,67.532005
47.431496,42.559662,45.449806,17.064522,38.198849,38.133686,62.890205,35.145504,41.982788,34.886547,33.373505,31.897717,68.534721,31.840578,47.852127,58.629528,61.2038,61.464779,69.211693,33.91198,58.343765,55.110386,58.839699,38.726292,41.912075,49.821045,49.723858,67.312393,42.972939,10.043533,44.46468,66.874184
47.664692,42.644367,45.842178,17.043793,38.923634,38.460327,61.375076,35.226986,42.794266,34.764549,33.44178,30.978268,68.708076,30.450315,47.889977,58.86285,61.112122,61.356293,69.476143,34.173599,58.360699,54.048496,58.281368,39.047455,41.925892,47.952774,49.366539,66.909515,41.542896,10.099205,44.809174,66.15535
47.913296,42.728329,46.214359,17.027609,39.73119,38.781841,59.815231,35.310123,43.603767,34.652832,33.509872,30.141464,68.868889,29.107479,47.925644,59.095928,61.014931,61.233406,69.740707,34.43346,58.378014,52.930893,57.698898,39.375511,41.944714,45.957249,49.088734,66.49556,40.087254,10.154418,45.152512,65.374634
48.175766,42.811455,46.568008,17.01643,40.608116,39.098511,58.215988,35.395245,44.395672,34.552223,33.57782,29.396053,69.016769,27.827551,47.958977,59.328171,60.914227,61.094624,70.006409,34.691956,58.395699,51.759701,57.090256,39.710411,41.968384,43.854664,48.899265,66.070747,38.614231,10.208954,45.494015,64.531937
48.450665,42.89362,46.911873,17.010447,41.539173,39.410763,56.58342,35.482586,45.154388,34.463474,33.645672,28.75024,69.151375,26.626432,47.989803,59.558971,60.811783,60.938026,70.273972,34.949493,58.413708,50.538368,56.453403,40.052032,41.996704,41.66634,48.80563,65.635101,37.133232,10.262613,45.832973,63.627811
48.736687,42.974678,47.258682,17.009592,42.507473,39.719135,54.924397,35.572319,45.8647,34.387245,33.713474,28.211567,69.272476,25.519871,48.017956,59.787708,60.709084,60.76125,70.543701,35.206444,58.43198,49.271923,55.786392,40.400219,42.029408,39.414593,48.813606,65.188423,35.654835,10.315234,46.168724,62.663284
49.032684,43.054462,47.617931,17.013586,43.494682,40.02425,53.246635,35.664547,46.512135,34.324055,33.781269,27.786762,69.379959,24.522821,48.043278,60.013767,60.607277,60.561512,70.815392,35.463135,58.450436,47.967201,55.087414,40.754818,42.066189,37.122513,48.927013,64.730286,34.190716,10.3667,46.500664,61.639641
49.337643,43.132797,47.992348,17.021982,44.48135,40.326759,51.558693,35.759323,47.083275,34.274277,33.849075,27.481535,69.473839,23.648809,48.065651,60.236603,60.507156,60.335613,71.088303,35.71983,58.469006,46.632973,54.354889,41.115688,42.106689,34.813732,49.147423,64.260025,32.753571,10.416955,46.828327,60.558216
49.650696,43.209499,48.379711,17.034241,45.44725,40.627319,49.869976,35.856712,47.566002,34.238113,33.916889,27.300323,69.554222,22.909389,48.085007,60.455727,60.409176,60.079994,71.361191,35.976707,58.487644,45.279991,53.587517,41.482738,42.150528,32.512119,49.473907,63.776783,31.356968,10.465998,47.151402,59.420319
49.971081,43.284389,48.775883,17.049799,46.371933,40.926533,48.19067,35.956833,47.949657,34.215614,33.984669,27.245966,69.621338,22.313675,48.101345,60.670757,60.313469,59.790783,71.632401,36.233879,58.506367,43.920963,52.784351,41.855919,42.197308,30.241529,49.902805,63.279507,30.01524,10.513882,47.469742,58.227196
50.298122,43.357285,49.176846,17.068132,47.235302,41.224903,46.531662,36.059921,48.225086,34.206696,34.052364,27.319357,69.675529,21.868011,48.114754,60.881416,60.219891,59.463913,71.900017,36.49136,58.525261,42.570427,51.944809,42.235229,42.246635,28.025536,50.427406,62.766994,28.743324,10.560702,47.783367,56.980152
50.631199,43.428028,49.579979,17.088785,48.018341,41.522808,44.904358,36.16634,48.384697,34.211159,34.119892,27.519148,69.717201,21.575785,48.125416,61.087509,60.128071,59.095207,72.16201,36.749088,58.544479,41.244534,51.068729,42.620697,42.298157,25.88722,51.037758,62.237919,27.556601,10.60658,48.092411,55.680744
50.969719,43.496479,49.984558,17.111385,48.703747,41.820488,43.320526,36.27663,48.422443,34.228745,34.187149,27.841476,69.746819,21.437374,48.133614,61.288937,60.037464,58.680473,72.416351,37.00692,58.564266,39.960762,50.156391,43.01236,42.351551,23.848976,51.720493,61.69083,26.47068,10.65164,48.397118,54.330975
51.31311,43.562527,50.391617,17.135647,49.276558,42.118011,41.792065,36.391464,48.333855,34.259174,34.254044,28.279831,69.764862,21.450287,48.139732,61.485664,59.947372,58.215614,72.661171,37.264637,58.584915,38.737591,49.20853,43.410259,42.406567,21.932285,52.458858,61.124207,25.501175,10.696002,48.697769,52.933548
51.660789,43.626099,50.803116,17.161346,49.724594,42.41531,40.330772,36.511627,48.116009,34.302162,34.320492,28.825016,69.77182,21.609362,48.144226,61.677689,59.856983,57.696686,72.894798,37.521961,58.606758,37.594086,48.22636,43.814411,42.463032,20.157455,53.232948,60.536423,24.66338,10.739763,48.994678,51.492088
52.01218,43.687157,51.220295,17.188316,50.038727,42.712189,38.948132,36.63792,47.767582,34.357452,34.386417,29.465254,69.768127,21.907057,48.147598,61.865051,59.76535,57.11993,73.115891,37.778534,58.630131,36.549526,47.211555,44.224808,42.52087,18.543257,54.02018,59.925777,23.971907,10.782996,49.28817,50.011299
52.366684,43.745708,51.641098,17.216434,50.212982,43.008358,37.655075,36.771111,47.288826,34.424809,34.451797,30.186428,69.754158,22.333672,48.150349,62.047806,59.671402,56.48177,73.323402,38.033936,58.655354,35.622963,46.166248,44.641396,42.580116,17.106476,54.796032,59.290489,23.440258,10.825743,49.578545,48.497078
52.723663,43.801807,52.056683,17.245615,50.244431,43.303482,36.461803,36.91185,46.68158,34.504028,34.516624,30.972429,69.730179,22.877495,48.152924,62.226044,59.573936,55.778835,73.516685,38.287682,58.68269,34.83284,45.092987,45.064098,42.640911,15.861362,55.534912,58.628685,23.080347,10.868019,49.866104,46.956593
53.082436,43.855553,52.450069,17.275801,50.13295,43.597202,35.377575,37.060658,45.949261,34.594921,34.580952,31.80558,69.696335,23.524851,48.155685,62.399887,59.471611,55.008003,73.69545,38.539234,58.712326,34.196621,43.994705,45.492786,42.703503,14.819012,56.21114,57.938442,22.901979,10.909822,50.151123,45.398232
53.442257,43.90707,52.802883,17.306973,49.880878,43.889172,34.410519,37.217865,45.09679,34.697315,34.644852,32.667084,69.652657,24.260082,48.158871,62.569492,59.362934,54.166496,73.859825,38.788013,58.744335,33.730431,42.874676,45.927303,42.76825,13.986758,56.799892,57.217789,22.912329,10.951133,50.433868,43.831539
53.802307,43.956516,53.106209,17.339142,49.492603,44.179077,33.567455,37.383663,44.130516,34.81105,34.708447,33.537457,69.598999,25.065521,48.162594,62.735073,59.246277,53.252022,74.010361,39.033428,58.778667,33.448689,41.736462,46.367428,42.835575,13.367604,57.278088,56.464752,23.115408,10.991935,50.7146,42.267044
54.161709,44.004063,53.363628,17.372353,48.97414,44.466625,32.853668,37.558121,43.058102,34.935982,34.771854,34.396931,69.535065,25.921492,48.166851,62.896873,59.119896,52.263,74.147957,39.274918,58.815128,33.363689,40.58392,46.812889,42.905979,12.959784,57.625145,55.677406,23.511599,11.032221,50.993546,40.716015
54.51952,44.049885,53.585846,17.406681,48.332672,44.751549,32.272686,37.741215,41.888405,35.071983,34.83522,35.22583,69.460396,26.80644,48.171558,63.055183,58.981941,51.198753,74.273834,39.511974,58.853374,33.485123,39.421177,47.263313,42.979984,12.756497,57.823578,54.853897,24.097244,11.072014,51.270916,39.190212
54.87476,44.094147,53.784946,17.442242,47.576214,45.0336,31.826048,37.932884,40.631397,35.218983,34.898655,36.004951,69.374329,27.697191,48.176556,63.210323,58.830494,50.059685,74.389442,39.744198,58.892921,33.819519,38.252678,47.718239,43.058147,12.745887,57.859467,53.992516,24.864361,11.111379,51.546852,37.701588
55.226444,44.137005,53.971363,17.479176,46.713291,45.312511,31.513069,38.133034,39.298103,35.376953,34.962261,36.715988,69.276039,28.569391,48.18166,63.362606,58.663567,48.847446,74.496323,39.971329,58.933151,34.369682,37.083187,48.177055,43.141026,12.911292,57.722725,53.091713,25.800526,11.150437,51.821415,36.262012
55.57362,44.178589,54.152737,17.517645,45.752739,45.588024,31.330643,38.341564,37.900566,35.545948,35.026093,37.341934,69.164543,29.398144,48.186676,63.51236,58.479099,47.565018,74.595993,40.193272,58.973339,35.134125,35.917885,48.63903,43.229179,13.231845,57.407253,52.150173,26.888947,11.189377,52.094566,34.883011
55.915409,44.219013,54.333897,17.557802,44.703529,45.859886,31.273085,38.55838,36.451817,35.726082,35.090164,37.867569,69.038765,30.158796,48.191414,63.659878,58.274937,46.216713,74.689812,40.410095,59.012676,36.106647,34.762386,49.103291,43.323147,13.683393,56.910892,51.16684,28.10877,11.228446,52.366138,33.575512
56.251038,44.258369,54.517422,17.599771,43.57468,46.127865,31.332081,38.783379,34.96582,35.917538,35.154446,38.279881,68.89756,30.827848,48.195694,63.805454,58.048771,44.808113,74.778862,40.622059,59.050293,37.276081,33.622845,49.568855,43.42345,14.239712,56.235279,50.140976,29.435617,11.267952,52.635864,32.349644
56.579876,44.296719,54.70433,17.6436,42.37516,46.391804,31.496742,39.016479,33.457378,36.120541,35.218872,38.568451,68.739738,31.383854,48.199352,63.949375,57.798084,43.345974,74.863853,40.829556,59.085293,38.626328,32.505989,50.034645,43.53059,14.873943,55.385563,49.072235,30.842312,11.30824,52.903397,31.214565
56.90144,44.334099,54.894745,17.689247,41.113789,46.651611,31.753778,39.257618,31.941996,36.335308,35.28334,38.725731,68.564095,31.808285,48.202248,64.091927,57.520081,41.838039,74.945068,41.03307,59.116776,40.136623,31.419214,50.499557,43.645008,15.5601,54.370014,47.960747,32.299763,11.349678,53.168377,30.17832
57.215378,44.370518,55.088394,17.736542,39.799179,46.90728,32.087807,39.506752,30.435686,36.562,35.347744,38.747185,68.369415,32.08622,48.204231,64.233429,57.21162,40.292881,75.022316,41.233154,59.143883,41.782143,30.370636,50.962471,43.767097,16.274509,53.199585,46.807213,33.77795,11.392634,53.430508,29.247753
57.52142,44.405941,55.284931,17.785185,38.439693,47.158897,32.48175,39.76384,28.954782,36.800671,35.411968,38.63131,68.154419,32.206856,48.205166,64.374252,56.869167,38.719685,75.095016,41.43037,59.165821,43.534763,29.36915,51.422318,43.89716,16.997036,51.887363,45.613029,35.24688,11.437467,53.68961,28.428459
57.819317,44.440269,55.484123,17.834759,37.043465,47.406639,32.917347,40.028816,27.515726,37.051212,35.475903,38.379505,67.917778,32.163769,48.204899,64.514839,56.488766,37.128075,75.162254,41.625278,59.181931,45.364021,28.424465,51.878063,44.035389,17.711979,50.448051,44.380421,36.677509,11.484509,53.945709,27.724733
58.108746,44.473343,55.685905,17.884747,35.618431,47.650738,33.375668,40.301517,26.134819,37.313316,35.539474,37.995834,67.658058,31.954935,48.203281,64.655663,56.066044,35.528,75.222885,41.818417,59.191689,47.238113,27.547089,52.328762,44.181873,18.408604,48.897446,43.112583,38.042542,11.534069,54.199036,27.139538
58.389263,44.504917,55.89035,17.934578,34.172455,47.891502,33.837711,40.581608,24.827969,37.586502,35.602631,37.486694,67.373703,31.582558,48.200138,64.797226,55.596279,33.929638,75.275681,42.010319,59.194771,49.124897,26.748241,52.77351,44.336571,19.08128,47.251976,41.813847,39.317047,11.58643,54.450058,26.674461
58.660236,44.534664,56.097618,17.983681,32.713383,48.129292,34.284924,40.868469,23.610422,37.87014,35.665359,36.860455,67.063019,31.052702,48.195286,64.940048,55.074512,32.343437,75.319412,42.201519,59.191051,50.992813,26.039726,53.211468,44.499329,19.729294,45.528305,40.489811,40.478916,11.641837,54.699425,26.329647
58.920834,44.562202,56.307884,18.03154,31.249142,48.364498,34.699715,41.161114,22.496468,38.163506,35.727699,36.127033,66.724159,30.37488,48.188534,65.084587,54.495724,30.780163,75.352959,42.392517,59.180607,52.811661,25.433699,53.641815,44.669918,20.356422,43.743053,39.147507,41.509132,11.700505,54.947906,26.103735
59.170078,44.587093,56.521259,18.077763,29.787777,48.597542,35.06588,41.458145,21.49917,38.465866,35.789719,35.297466,66.355141,29.561556,48.17968,65.231224,53.855057,29.250956,75.375366,42.583813,59.163723,54.553219,24.942385,54.063766,44.848061,20.970337,41.912586,37.795498,42.391918,11.762603,55.196323,25.993839
59.40694,44.608891,56.737759,18.122122,28.337471,48.828854,35.368919,41.757771,20.630098,38.776512,35.851524,34.383518,65.953804,28.627651,48.168518,65.38018,53.148056,27.767363,75.385925,42.775848,59.140873,56.191685,24.577711,54.476543,45.03347,21.581936,40.052898,36.443913,43.114742,11.82825,55.445415,25.995533
59.630444,44.627167,56.957268,18.164585,26.906544,49.058861,35.596291,42.05788,19.899084,39.09483,35.913269,33.397285,65.517853,27.590038,48.15485,65.531517,52.370892,26.341278,75.384201,42.969025,59.112709,57.703979,24.350866,54.879417,45.225872,22.204651,38.179565,35.104351,43.668274,11.897516,55.69577,26.102894
59.839798,44.641571,57.179523,18.205324,25.503447,49.287975,35.737564,42.356178,19.314016,39.420311,35.975113,32.350883,65.044815,26.466984,48.138508,65.685059,51.520576,24.984825,75.370064,43.163639,59.080048,59.069889,24.271814,55.271683,45.425041,22.853764,36.307716,33.789692,44.046265,11.970423,55.947701,26.308582
60.034473,44.651833,57.404129,18.244703,24.136795,49.516579,35.7845,42.650356,18.880711,39.752571,36.03722,31.256193,64.532082,25.277586,48.119354,65.840401,50.595127,23.710215,75.343697,43.359898,59.043839,60.272129,24.348728,55.652714,45.630802,23.545692,34.452049,32.513714,44.245407,12.046944,56.201183,26.603931
60.214249,44.657787,57.630558,18.283237,22.815413,49.745014,35.731037,42.938259,18.602844,40.091339,36.099739,30.124659,63.976921,24.041157,48.09734,65.996887,49.593719,22.529629,75.30558,43.557873,59.005127,61.296341,24.587442,56.02195,45.84304,24.297251,32.626797,31.290655,44.265186,12.127019,56.455811,26.979074
60.379204,44.659412,57.858196,18.321543,21.54838,49.973576,35.573265,43.218044,18.482025,40.436447,36.162781,28.967207,63.376541,22.776617,48.072502,66.15361,48.516792,21.455128,75.256439,43.757488,58.964985,62.131077,24.990891,56.378941,46.061695,25.124784,30.845682,30.134758,44.107697,12.210561,56.710743,27.423079
60.529682,44.656788,58.086361,18.36025,20.345106,50.202499,35.309303,43.488281,18.517965,40.787785,36.226414,27.794195,62.728199,21.501917,48.045021,66.309448,47.366158,20.498627,75.197166,43.958504,58.924469,62.76775,25.558626,56.723335,46.28672,26.043203,29.121838,29.059872,43.777473,12.297462,56.964733,27.92408
60.666256,44.650127,58.314342,18.39995,19.215361,50.431973,34.939163,43.748035,18.708784,41.145275,36.290642,26.615469,62.029392,20.233519,48.015213,66.463097,46.14505,19.671888,75.128777,44.160534,58.884544,63.200554,26.28647,57.054909,46.518078,27.064907,27.467646,28.079205,43.281284,12.387602,57.216137,28.469442
60.789639,44.639717,58.541443,18.441103,18.169277,50.662098,34.464577,43.996887,19.051422,41.508823,36.3554,25.440437,61.278107,18.986004,47.983524,66.613113,44.858162,18.986481,75.052261,44.363033,58.846058,63.426384,27.166307,57.373528,46.755688,28.198669,25.894594,27.205206,42.62793,12.480844,57.462978,29.045923
60.900639,44.625923,58.766987,18.483999,17.217316,50.892899,33.888805,44.234901,19.542112,41.878265,36.420567,24.278187,60.473125,17.771797,47.95052,66.75798,43.511623,18.453728,74.968536,44.565342,58.809692,63.444653,28.186077,57.679184,46.999413,29.44866,24.41308,26.449516,41.828003,12.577037,57.703041,29.639872
61.000072,44.609142,58.990379,18.528723,16.370184,51.124298,33.216427,44.46257,20.176884,42.253372,36.485958,23.137594,59.614338,16.601061,47.916828,66.896118,42.112926,18.084551,74.878326,44.766701,58.775978,63.257095,29.329945,57.971943,47.249004,30.813753,23.032228,25.822884,40.893642,12.676003,57.933941,30.237444
61.088676,44.589779,59.211105,18.575136,15.638703,51.356121,32.453094,44.680691,20.951969,42.633808,36.55135,22.027414,58.702984,15.481712,47.883083,67.025993,40.67086,17.88925,74.782127,44.96632,58.745277,62.867485,30.578642,58.251965,47.50412,32.287365,21.759747,25.335003,39.838268,12.777529,58.153244,30.824879
61.167023,44.568226,59.428745,18.622896,15.033669,51.5881,31.605339,44.890255,21.864082,43.019146,36.616478,20.956308,57.741753,14.419579,47.849884,67.146103,39.195404,17.877178,74.680168,45.163387,58.717808,62.281361,31.90996,58.519451,47.764297,33.857971,20.601839,24.994219,38.676285,12.881354,58.358543,31.388762
61.235451,44.544834,59.642971,18.67149,14.565669,51.819878,30.680319,45.092297,22.910427,43.408897,36.681061,19.932823,56.734715,13.418636,47.817757,67.255066,37.697628,18.056316,74.572426,45.357155,58.693657,61.505672,33.299343,58.774651,48.028988,35.510326,19.563171,24.807154,37.422794,12.987166,58.547543,31.916313
61.29401,44.519901,59.853523,18.720295,14.244891,52.051037,29.685619,45.287788,24.088417,43.802521,36.744804,18.965313,55.687145,12.481312,47.787125,67.351654,36.189587,18.432789,74.458664,45.546947,58.672791,60.548481,34.720585,59.017788,48.297607,37.227276,18.64694,24.77825,36.0933,13.094609,58.71814,32.395638
61.342464,44.493645,60.060204,18.768648,14.080919,52.281124,28.629068,45.47757,25.395082,44.199432,36.807438,18.061806,54.605244,11.608824,47.758305,67.434822,34.684185,19.010313,74.338493,45.73222,58.655083,59.418674,36.146576,59.249054,48.569553,38.991859,17.854965,24.909296,34.703449,13.203318,58.868446,32.815914
61.380291,44.466198,60.262833,18.815933,14.0825,52.509682,27.518589,45.662285,26.826216,44.599037,36.868732,17.229853,53.495888,10.801531,47.731514,67.503792,33.195065,19.789654,74.211441,45.912579,58.640316,58.125828,37.550064,59.468521,48.844257,40.789436,17.187857,25.198975,33.268791,13.312974,58.996853,33.167511
61.4067,44.437611,60.461227,18.861633,14.257279,52.736259,26.362103,45.842381,28.375423,45.000717,36.928501,16.476387,52.366398,10.059283,47.706856,67.55806,31.736473,20.768108,74.077065,46.087803,58.62822,56.680145,38.904442,59.676147,49.121181,42.609406,16.645199,25.642492,31.804588,13.423417,59.10202,33.442013
61.420677,44.407848,60.655163,18.905399,14.611506,52.960461,25.167482,46.018131,30.033226,45.40387,36.986633,15.807577,51.224373,9.381751,47.684361,67.597443,30.323114,21.939066,73.935013,46.257854,58.618469,55.09256,40.184402,59.871712,49.399811,44.446297,16.225769,26.231327,30.325705,13.534767,59.182899,33.632206
61.421017,44.376823,60.844349,18.947052,15.149703,53.181911,23.94256,46.189697,31.786465,45.807911,37.043102,15.228734,50.077579,8.768722,47.663956,67.622093,28.969997,23.291668,73.785088,46.422863,58.61071,53.374905,41.366577,60.054852,49.679623,46.299953,15.92774,26.953142,28.846523,13.647582,59.238735,33.73201
61.406376,44.344402,61.028446,18.986591,15.874317,53.400288,22.695185,46.357147,33.618156,46.212307,37.097958,14.744223,48.933876,8.220347,47.645493,67.632492,27.69228,24.8106,73.627235,46.583115,58.604553,51.540176,42.429962,60.225048,49.960056,48.174572,15.748893,27.791878,27.380928,13.76299,59.269032,33.736481
61.375328,44.310448,61.207069,19.024174,16.785378,53.615307,21.433334,46.520531,35.507923,46.616543,37.151325,14.357425,47.801163,7.737335,47.628746,67.629425,26.505114,26.476057,73.461578,46.739044,58.599602,49.602753,43.356255,60.38168,50.240509,50.07645,15.686792,28.728029,25.94232,13.882729,59.273575,33.64183
61.326447,44.274834,61.379822,19.060081,17.880159,53.826725,20.165257,46.679905,37.432953,47.020134,37.203407,14.070728,46.687336,7.321065,47.613407,67.613945,25.423534,28.26391,73.28833,46.89119,58.595455,47.578579,44.12999,60.52404,50.520355,52.010201,15.738931,29.739096,24.543638,14.009007,59.25238,33.445534
61.258369,44.237457,61.546329,19.0947,19.152882,54.034348,18.899612,46.835335,39.36937,47.422569,37.254448,13.885554,45.600285,6.973636,47.599121,67.587303,24.462355,30.146126,73.107765,47.040192,58.591705,45.485241,44.738598,60.651413,50.798985,53.973484,15.902829,30.800165,23.197397,14.144042,59.205688,33.1465
61.169857,44.19825,61.706276,19.128483,20.594467,54.238037,17.645597,46.986908,41.293789,47.823288,37.304726,13.802411,44.547825,6.697823,47.585484,67.550903,23.636089,32.091442,72.920128,47.186775,58.587959,43.341927,45.17234,60.763096,51.075836,55.95042,16.176104,31.884621,21.915705,14.28914,59.133953,32.745239
61.059853,44.157173,61.859444,19.161936,22.192375,54.437733,16.413004,47.134686,43.184719,48.221687,37.354511,13.820976,43.537682,6.49697,47.572052,67.506134,22.958845,34.066261,72.725563,47.331726,58.583832,41.169323,45.424187,60.858459,51.350456,57.904449,16.556482,32.964924,20.710258,14.443165,59.037762,32.24395
60.927505,44.114227,62.005718,19.195589,23.930569,54.633469,15.212222,47.278702,45.02372,48.617138,37.40406,13.940188,42.577419,6.374813,47.558392,67.454292,22.444191,36.035725,72.52404,47.475887,58.578979,38.989342,45.489697,60.936954,51.62252,59.772312,17.041817,34.013428,19.592329,14.600359,58.917831,31.646528
60.772163,44.069424,62.145103,19.229984,25.789639,54.825371,14.05417,47.418957,46.796051,49.009041,37.453594,14.158348,41.674385,6.335263,47.544079,67.396416,22.104942,37.964825,72.3153,47.620148,58.573112,36.824821,45.366879,60.998158,51.891857,61.46183,17.630049,35.00317,18.57271,14.749221,58.77491,30.958397
60.593388,44.022812,62.277729,19.265656,27.747118,55.013672,12.950166,47.555405,48.490959,49.396873,37.503269,14.473215,40.835659,6.382171,47.528706,67.333153,21.9529,39.819523,72.098816,47.765419,58.565994,34.699066,45.056061,61.04174,52.158432,62.85762,18.319174,35.908638,17.661654,14.876019,58.609711,30.186266
60.390915,43.974438,62.403851,19.30312,29.778004,55.198677,11.911751,47.68792,50.101559,49.780262,37.553196,14.882096,40.067966,6.519105,47.511906,67.264648,21.998518,41.56773,71.873726,47.912613,58.557472,32.635296,44.55978,61.067505,52.422325,63.83992,19.107187,36.706497,16.868784,14.971798,58.422844,29.33782
60.164619,43.924351,62.523838,19.342865,31.855474,55.380756,10.950495,47.816254,51.624451,50.159008,37.603432,15.381912,39.377625,6.749156,47.493362,67.19043,22.250509,43.180141,71.63884,48.062603,58.547478,30.656025,43.882687,61.075333,52.683685,64.322166,19.992006,37.376228,16.203026,15.037014,58.214699,28.421379
59.914486,43.872612,62.638191,19.385332,33.951797,55.560303,10.077774,47.939953,53.059231,50.533104,37.653984,15.969227,38.770454,7.074785,47.47279,67.109428,22.715422,44.630836,71.392632,48.216194,58.53603,28.782368,43.031399,61.065189,52.942699,64.311867,20.971348,37.900658,15.672519,15.081216,57.985401,27.445587
59.640549,43.819263,62.747513,19.430889,36.039394,55.737713,9.304561,48.058273,54.407928,50.902729,37.704826,16.640247,38.251705,7.497718,47.449951,67.019936,23.397169,45.897675,71.133217,48.374073,58.523254,27.033358,42.014431,61.037067,53.199539,63.957764,22.042582,38.266392,15.284564,15.118124,57.734722,26.419127
59.34285,43.764359,62.852486,19.479803,38.092003,55.913349,8.641202,48.170143,55.674377,51.268196,37.755913,17.390802,37.825977,8.018861,47.424641,66.919647,24.296553,46.962479,70.858429,48.536743,58.509377,25.425306,40.84206,60.99099,53.45433,63.499378,23.202553,38.464035,15.045551,15.158888,57.462074,25.350489
59.021358,43.707935,62.95385,19.532211,40.085793,56.087517,8.097235,48.27417,56.863617,51.629929,37.80719,18.216297,37.497158,8.638241,47.396675,66.805763,25.410799,47.811043,70.565804,48.704506,58.494728,23.971285,39.526241,60.926952,53.707115,63.138203,24.447399,38.488274,14.960906,15.208882,57.166512,24.247826
58.675953,43.650043,63.052357,19.588087,42.000381,56.260437,7.681195,48.36866,57.981339,51.988373,37.858608,19.111713,37.268322,9.354977,47.365891,66.675072,26.733147,48.433048,70.252655,48.877426,58.479759,22.680784,38.080509,60.844929,53.957848,62.965919,25.772394,38.337784,15.035012,15.268922,56.846737,23.11887
58.306343,43.590744,63.148758,19.647253,43.819527,56.432232,7.400465,48.451679,59.033417,52.34396,37.91013,20.07165,37.141651,10.167275,47.332134,66.524101,28.252539,48.821865,69.916107,49.055321,58.465012,21.559584,36.519871,60.74482,54.206375,62.985897,27.171841,38.015022,15.271128,15.337488,56.501175,21.970928
57.912037,43.530117,63.243767,19.709385,45.531494,56.602909,7.261141,48.521091,60.02557,52.697056,37.961739,21.090445,37.11834,11.072485,47.295246,66.349228,29.953487,48.97435,69.553123,49.237831,58.451115,20.609871,34.860687,60.626472,54.452423,63.156727,28.639023,37.525883,15.671283,15.412337,56.127991,20.810951
57.492294,43.468277,63.338055,19.774057,47.12899,56.772362,7.267932,48.574589,60.963131,53.047924,38.013447,22.162411,37.19846,12.067203,47.255081,66.146797,31.816191,48.89061,69.160568,49.424442,58.438728,19.830582,33.12051,60.489639,54.695618,63.421921,30.166212,36.879333,16.236166,15.491573,55.725159,19.645651
57.046097,43.405361,63.432255,19.84079,48.60881,56.940392,7.424103,48.609737,61.850994,53.396736,38.0653,23.282141,37.380836,13.147451,47.211483,65.913231,33.816936,48.573788,68.735313,49.614594,58.42849,19.217962,31.317892,60.333992,54.935455,63.727486,31.744696,36.086948,16.965033,15.574296,55.290535,18.481647
56.572086,43.341537,63.526958,19.909098,49.971245,57.106701,7.731441,48.623974,62.693596,53.743553,38.117367,24.444845,37.662941,14.308914,47.164303,65.645103,35.928799,48.029865,68.274345,49.807705,58.420933,18.766279,29.472128,60.159103,55.171337,64.03038,33.364796,35.162487,17.855608,15.660949,54.821869,17.325638
