"X004_hop_L_01.c3d.11","X008_hop_R_01.c3d.11","X009_Hop_L_01.c3d.11","X012_hop_L_01.c3d.11","X015_Hop_R_01.c3d.11","X016_Hop_R_01.c3d.11","X017_hop_L_01.c3d.11","X018_hop_R_01.c3d.11","X019_hop_L_01.c3d.11","X021_Hop_L_01.c3d.11","X027_hop_R_01.c3d.11","X028_Hop_L_01.c3d.11","X033_hop_R_01.c3d.11","X035_Hop_R_01.c3d.11","X036_Hop_L_01.c3d.11","X037_hop_R_01.c3d.11","X049_hop_R_01.c3d.11","X052_Hop_R_01.c3d.11","X053_hop_L_01.c3d.11","X068_hop_R_01.c3d.11","X070_hop_R_01.c3d.11","X073_hop_R_01.c3d.11","X075_hop_L_01.c3d.11","X080_hop_L_01.c3d.11","X086_Hop_R_01.c3d.11","X092_hop_R_01.c3d.11","X100_hop_R_01.c3d.11","X103_hop_R_01.c3d.11","X111_hop_L_01.c3d.11","X118_hop_R_01.c3d.11","X119_hop_R_01.c3d.11","X128_hop_R_01.c3d.11","X130_Hop_L_01.c3d.11","X149_hop_R_01.c3d.11","X155_hop_R_01.c3d.11","X329_hop_L_01.c3d.11"
18.064268,23.993036,31.085476,27.604578,17.464842,51.776775,13.466082,15.136255,27.728325,35.936348,33.009949,9.577784,8.896221,12.511454,23.398649,18.030489,25.721296,27.534512,17.451281,35.520042,31.109123,36.873478,29.713022,13.149507,21.199661,7.331335,31.343405,16.624178,17.023449,18.199392,13.893503,28.620062,9.827469,29.32338,18.176207,8.746914
18.182007,23.997604,31.65587,27.701794,17.457558,52.699833,13.303955,15.954242,27.91861,35.906254,32.611141,9.600436,8.805387,12.527736,24.343697,18.099468,26.05723,27.86557,17.48596,36.121319,31.31386,36.473999,29.770279,13.201721,20.973143,7.344342,31.578451,16.715054,17.125265,18.227085,13.932673,28.900154,10.001271,29.138416,18.303379,8.836552
18.277227,24.008787,32.226437,27.78808,17.449385,53.577827,13.091298,16.795185,28.123558,35.886616,32.209927,9.650151,8.716459,12.556514,25.315725,18.17165,26.408213,28.192549,17.499315,36.780437,31.533627,36.061958,29.816015,13.300916,20.838791,7.354488,31.819286,16.813833,17.197226,18.308622,13.974237,29.204226,10.167178,28.973692,18.459354,8.943325
18.352821,24.030703,32.796589,27.86702,17.442158,54.400928,12.859248,17.638422,28.335722,35.877304,31.805553,9.728805,8.633708,12.596572,26.313267,18.236565,26.78232,28.514393,17.491413,37.49332,31.768566,35.640976,29.870913,13.431872,20.801329,7.364503,32.065929,16.926476,17.236439,18.45355,14.018201,29.53249,10.324267,28.816021,18.639795,9.06199
18.410557,24.067524,33.367447,27.943613,17.438221,55.162514,12.638597,18.470572,28.546766,35.877247,31.398596,9.83604,8.560932,12.646051,27.335196,18.285686,27.183645,28.830383,17.461884,38.255722,32.018948,35.208611,29.954117,13.579508,20.855822,7.377076,32.318256,17.057545,17.246017,18.66461,14.064484,29.884899,10.472784,28.645535,18.83297,9.182172
18.451286,24.122145,33.941685,28.022858,17.440062,55.859871,12.44801,19.294981,28.748634,35.883881,30.990427,9.969099,8.501321,12.70292,28.379688,18.313747,27.610813,29.139544,17.41045,39.063072,32.285019,34.760551,30.07338,13.736362,20.98768,7.394224,32.576015,17.209246,17.232521,18.939339,14.112864,30.26078,10.613793,28.442732,19.022385,9.297937
18.475939,24.19544,34.522282,28.107944,17.44981,56.493771,12.293077,20.128443,28.934399,35.892082,30.582428,10.123069,8.457406,12.765309,29.443216,18.319302,28.056789,29.440374,17.337221,39.910686,32.566525,34.297756,30.224903,13.902001,21.175144,7.416265,32.838806,17.380976,17.20372,19.270706,14.162944,30.658541,10.748703,28.199028,19.192902,9.412895
18.486485,24.286131,35.110683,28.199213,17.468765,57.06723,12.170938,20.985668,29.098627,35.894348,30.175367,10.292069,8.430933,12.83149,30.521046,18.306108,28.510426,29.73106,17.242571,40.794319,32.862076,33.831596,30.400248,14.078224,21.393702,7.440923,33.106129,17.56945,17.165901,19.647322,14.214161,31.075632,10.878892,27.921051,19.334961,9.533748
18.486347,24.391029,35.705479,28.294716,17.497089,57.58395,12.075843,21.86808,29.237318,35.883831,29.769276,10.471174,8.422603,12.899417,31.609163,18.284153,28.959534,30.009928,17.126802,41.71056,33.168644,33.383659,30.591602,14.265956,21.620739,7.464008,33.377399,17.769377,17.123318,20.054375,14.265846,31.508751,11.005503,27.628052,19.444265,9.66241
18.480131,24.505547,36.302513,28.391953,17.533747,58.047005,12.004487,22.768915,29.347733,35.858192,29.364008,10.658019,8.431781,12.966299,32.705814,18.268265,29.39385,30.275953,16.989885,42.656647,33.481194,32.980129,30.791784,14.465084,21.838943,7.481716,33.651966,17.974445,17.077822,20.475849,14.317222,31.954147,11.129401,27.343878,19.520601,9.795707
18.472639,24.624449,36.896473,28.489552,17.576647,58.458248,11.958871,23.686457,29.42845,35.820786,28.960234,10.853169,8.456406,13.028749,33.811489,18.273321,29.806122,30.529085,16.831566,43.629978,33.792667,32.645222,30.992096,14.674545,22.038393,7.492987,33.929153,18.17844,17.027582,20.899731,14.367364,32.407883,11.251253,27.086784,19.567928,9.931451
18.467676,24.742643,37.483303,28.588055,17.62294,58.818371,11.946465,24.621998,29.479851,35.778351,28.560381,11.059126,8.493191,13.083577,34.928059,18.308546,30.191219,30.770075,16.651844,44.628014,34.094433,32.396973,31.182323,14.891552,22.217436,7.500124,34.20826,18.376228,16.967365,21.323774,14.415227,32.865971,11.371616,26.865362,19.595175,10.073146
18.467264,24.855799,38.062355,28.689774,17.669458,59.127537,11.975924,25.56669,29.504908,35.737621,28.169113,11.278282,8.538025,13.1286,36.058197,18.375757,30.54509,30.999846,16.451664,45.648884,34.377335,32.244026,31.353502,15.11146,22.381809,7.507522,34.488594,18.56427,16.893106,21.756966,14.459728,33.324566,11.490989,26.680206,19.616217,10.22834
18.47175,24.960735,38.637177,28.798319,17.713242,59.386314,12.050208,26.502958,29.509819,35.702431,27.793356,11.510816,8.586388,13.162975,37.204769,18.472937,30.864784,31.21876,16.233442,46.692257,34.633358,32.184544,31.499836,15.327929,22.541397,7.519683,34.769474,18.740374,16.808977,22.21841,14.499831,33.78038,11.609764,26.524986,19.646406,10.402492
18.480797,25.055496,39.215027,28.918558,17.752001,59.596214,12.163807,27.41688,29.504229,35.672131,27.441971,11.754069,8.633775,13.187049,38.369541,18.598639,31.149195,31.426292,16.000835,47.759739,34.857849,32.209129,31.62068,15.533219,22.705669,7.539279,35.050236,18.902939,16.730177,22.735167,14.534575,34.231407,11.728194,26.3874,19.69529,10.59641
18.494787,25.139181,39.805683,29.057251,17.78438,59.759315,12.304697,28.308102,29.500851,35.641998,27.125042,12.004128,8.676134,13.202111,39.551426,18.75198,31.399614,31.621244,15.757381,48.854889,35.051613,32.305897,31.724874,15.720173,22.881104,7.565403,35.330269,19.050219,16.678171,23.336296,14.563109,34.677715,11.84643,26.252728,19.762125,10.809271
18.51585,25.211634,40.419819,29.22333,17.809927,59.877102,12.456164,29.192724,29.514549,35.606277,26.852922,12.258412,8.710215,13.21031,40.745308,18.928879,31.619667,31.802164,15.504889,49.982971,35.221958,32.464367,31.831661,15.88774,23.07259,7.592705,35.609024,19.180128,16.671764,24.043657,14.584834,35.121979,11.964574,26.108618,19.839247,11.042405
18.548012,25.273281,41.067223,29.426399,17.828867,59.949184,12.597424,30.095898,29.560921,35.562576,26.635408,12.517387,8.733727,13.21462,41.942089,19.119654,31.814304,31.968195,15.243232,51.150066,35.38171,32.67617,31.960224,16.045599,23.286633,7.612784,35.886047,19.290691,16.720732,24.861712,14.599648,35.569313,12.082646,25.94791,19.918545,11.301096
18.596607,25.325092,41.75547,29.673262,17.841806,59.972488,12.707928,31.036459,29.654457,35.513428,26.481245,12.784453,8.745289,13.218642,43.129974,19.310858,31.988258,32.120502,14.971697,52.361305,35.546604,32.933769,32.113419,16.213768,23.533224,7.618406,36.160995,19.380785,16.824039,25.769081,14.60822,36.026268,12.200452,25.768373,19.99444,11.592582
18.667336,25.368462,42.489262,29.964224,17.849487,59.940632,12.774807,32.01873,29.806446,35.463703,26.397875,13.064337,8.744167,13.226154,44.296055,19.490145,32.144955,32.263519,14.690335,53.618496,35.732235,33.229034,32.273308,16.414515,23.824728,7.608181,36.433651,19.450871,16.967924,26.717772,14.612026,36.499516,12.31749,25.570681,20.066233,11.922809
18.765411,25.40486,43.269646,30.291759,17.852718,59.843037,12.795845,33.037766,30.022894,35.4174,26.391117,13.361096,8.72998,13.240551,45.427948,19.651449,32.286594,32.404873,14.400237,54.917976,35.951717,33.552258,32.412548,16.657082,24.171989,7.587767,36.703922,19.503302,17.124376,27.645538,14.61305,36.994812,12.432958,25.354691,20.139307,12.29454
18.895397,25.435375,44.093315,30.642572,17.852404,59.664009,12.775356,34.086067,30.303009,35.376625,26.464787,13.677034,8.702549,13.264364,46.515625,19.798546,32.415108,32.553497,14.103027,56.249504,36.214214,33.893353,32.508614,16.935694,24.580561,7.566615,36.971821,19.541986,17.259968,28.496632,14.613268,37.516487,12.545864,25.117077,20.219881,12.706632
19.061886,25.460184,44.952873,31.001619,17.849588,59.382988,12.717387,35.155197,30.639128,35.342407,26.620518,14.012764,8.66198,13.298925,47.552952,19.946054,32.533035,32.717117,13.800251,57.596573,36.524422,34.244759,32.549561,17.241383,25.049898,7.553711,37.237461,19.571531,17.353994,29.237192,14.614139,38.067272,12.655191,24.854151,20.309933,13.154572
19.270452,25.478125,45.838604,31.35614,17.845451,58.976601,12.622646,36.23531,31.018328,35.315643,26.858027,14.367504,8.608972,13.344221,48.538651,20.116997,32.643833,32.900272,13.493094,58.938183,36.882805,34.601906,32.53257,17.566538,25.575405,7.555013,37.501015,19.596268,17.406868,29.858315,14.616292,38.648243,12.760102,24.568808,20.411728,13.632151
19.527969,25.486593,46.740299,31.698307,17.841145,58.422077,12.490137,37.314331,31.424852,35.297268,27.175636,14.739211,8.545116,13.398979,49.476559,20.33707,32.751537,33.103363,13.182427,60.251579,37.286423,34.960957,32.461731,17.901159,26.150457,7.572035,37.762695,19.61961,17.433161,30.371738,14.619545,39.258881,12.860164,24.277637,20.535227,14.132275
19.841732,25.48204,47.647648,32.026093,17.837566,57.700813,12.32105,38.376591,31.842482,35.287548,27.570751,15.124934,8.472892,13.460999,50.375092,20.629303,32.860073,33.322857,12.868995,61.515198,37.730122,35.31707,32.34726,18.231388,26.766459,7.6022,38.022705,19.643959,17.447866,30.801594,14.623191,39.897224,12.955565,24.010601,20.696201,14.644838
20.217651,25.461044,48.549126,32.342525,17.835203,56.801132,12.123033,39.401585,32.256481,35.285236,28.04015,15.521445,8.395244,13.527584,51.245178,21.010584,32.97261,33.552593,12.553665,62.71109,38.207912,35.665703,32.205902,18.544092,27.412054,7.642141,38.281223,19.670927,17.458185,31.172636,14.626429,40.560066,13.047254,23.797926,20.904902,15.15324
20.658577,25.421516,49.431576,32.654034,17.834148,55.719341,11.911498,40.363605,32.655148,35.287682,28.580156,15.925993,8.315075,13.595951,52.096867,21.486307,33.091187,33.785805,12.237702,63.826393,38.714165,36.005157,32.05978,18.833139,28.074696,7.691318,38.538364,19.701492,17.463688,31.50169,14.628727,41.243069,13.136822,23.653614,21.157011,15.637205
21.163589,25.363417,50.28194,32.968311,17.834244,54.458931,11.706847,41.237316,33.031025,35.291836,29.18676,16.33712,8.235058,13.663456,52.936001,22.045141,33.216835,34.016964,11.92287,64.853706,39.24445,36.335907,31.931377,19.101414,28.746153,7.752087,38.794186,19.735847,17.457726,31.797558,14.63002,41.940907,13.226092,23.571598,21.436022,16.081537
21.728386,25.28874,51.09016,33.291885,17.835213,53.028999,11.528958,42.013191,33.38168,35.295532,29.855801,16.755205,8.157969,13.727674,53.762589,22.660742,33.34993,34.242836,11.611197,65.790581,39.796085,36.65807,31.837532,19.355999,29.429327,7.826437,39.048668,19.77318,17.429482,32.065613,14.630685,42.647621,13.316517,23.535622,21.722929,16.479971
22.346159,25.20092,51.85054,33.627567,17.836763,51.443245,11.391205,42.705055,33.709721,35.298328,30.583292,17.182381,8.087226,13.78644,54.570625,23.301464,33.490555,34.462799,11.304528,66.638527,40.368401,36.970524,31.785091,19.601179,30.139818,7.912155,39.301735,19.811623,17.369816,32.312836,14.631397,43.357151,13.408728,23.528215,22.003302,16.833668
23.008471,25.10388,52.560387,33.972569,17.83869,49.720169,11.299227,43.338581,34.02161,35.301773,31.365965,17.621578,8.027105,13.837898,55.348415,23.941635,33.638775,34.678711,11.004189,67.401718,40.962639,37.271011,31.769819,19.836924,30.898918,8.001308,39.553265,19.848505,17.281025,32.549023,14.632961,44.063854,13.502468,23.533199,22.270744,17.151075
23.706072,25.001076,53.217503,34.318512,17.840942,47.88438,11.254321,43.936832,34.325306,35.309425,32.201893,18.07498,7.982134,13.880538,56.079029,24.567221,33.794785,34.894264,10.711072,68.085777,41.58147,37.556301,31.780308,20.063118,31.723627,8.082442,39.803074,19.880796,17.185825,32.783157,14.636211,44.762978,13.596811,23.539921,22.528355,17.445816
24.429859,24.894785,53.818787,34.654018,17.843615,45.967995,11.256604,44.514107,34.627605,35.325012,33.090679,18.542831,7.955798,13.913174,56.741596,25.174006,33.959095,35.113319,10.426168,68.696625,42.228199,37.82354,31.804941,20.283165,32.621365,8.145323,40.050957,19.905647,17.124107,33.019981,14.641945,45.450844,13.690342,23.545143,22.78541,17.731262
25.171932,24.78582,54.360191,34.968449,17.84693,44.010929,11.304115,45.076275,34.932247,35.348907,34.032913,19.023575,7.949271,13.934839,57.314495,25.763206,34.132748,35.337967,10.151312,69.239433,42.905937,38.072338,31.835972,20.502731,33.590969,8.184683,40.296669,19.920885,17.134262,33.259811,14.65087,46.124588,13.7812,23.548319,23.050518,18.016798
25.926443,24.673635,54.837086,35.254658,17.851231,42.059841,11.390536,45.622463,35.239571,35.37788,35.028896,19.51507,7.960862,13.944637,57.780113,26.338825,34.317558,35.567993,9.889524,69.718002,43.616997,38.305447,31.869591,20.726416,34.626541,8.200727,40.539948,19.925325,17.238909,33.499672,14.663565,46.781654,13.86718,23.546682,23.327389,18.307055
26.690042,24.556723,55.245209,35.510132,17.856956,40.166462,11.505754,46.14711,35.54768,35.409981,36.077206,20.015699,7.986367,13.941687,58.128757,26.90637,34.516068,35.802216,9.64448,70.134888,44.362404,38.528652,31.904062,20.955328,35.720264,8.197539,40.780514,19.91889,17.44541,33.732857,14.680407,47.419533,13.945984,23.53618,23.61404,18.603552
27.461843,24.43302,55.581905,35.737186,17.864597,38.386246,11.637969,46.644604,35.854317,35.448395,37.17379,20.524824,8.02025,13.925319,58.359932,27.47156,34.73103,36.040672,9.419059,70.492043,45.141464,38.750164,31.937504,21.185389,36.863098,8.18131,41.018093,19.90251,17.750479,33.949303,14.701526,48.035877,14.01555,23.512444,23.904257,18.908476
28.243076,24.300217,55.846893,35.942455,17.874664,36.777111,11.774578,47.113777,36.158638,35.499352,38.312103,21.042807,8.057315,13.895437,58.481136,28.039705,34.964645,36.286221,9.213512,70.791695,45.95145,38.97924,31.965939,21.406973,38.0443,8.158522,41.252407,19.877893,18.141352,34.13895,14.726752,48.628792,14.074447,23.467581,24.191936,19.226147
29.036707,24.156031,56.042553,36.13546,17.887774,35.397484,11.902274,47.55904,36.462193,35.568672,39.484009,21.570925,8.09437,13.852917,58.505772,28.615459,35.217861,36.544781,9.024111,71.036972,46.787529,39.225113,31.980692,21.606106,39.251686,8.134429,41.483189,19.8472,18.595854,34.295975,14.755637,49.197113,14.122403,23.391678,24.474798,19.559818
29.847462,23.998552,56.173893,36.326157,17.904781,34.30304,12.008265,47.988659,36.768787,35.659084,40.680851,22.111362,8.131345,13.799961,58.450649,29.201969,35.489971,36.824165,8.843399,71.231865,47.643131,39.4953,31.969851,21.767242,40.473667,8.112345,41.71019,19.812721,19.088469,34.421116,14.787476,49.740513,14.161001,23.280874,24.755569,19.910154
30.681911,23.826698,56.24712,36.522587,17.926929,33.541458,12.082918,48.411396,37.083366,35.767509,41.894165,22.667376,8.17145,13.740119,58.333065,29.801813,35.778519,37.132095,8.662548,71.380524,48.51086,39.79253,31.924288,21.877357,41.701683,8.093175,41.933174,19.776653,19.600368,34.519577,14.821349,50.259476,14.194299,23.143921,25.041716,20.277231
31.547873,23.64069,56.266846,36.729515,17.955868,33.145588,12.122334,48.831692,37.410496,35.886055,43.115746,23.243391,8.220357,13.677588,58.167225,30.420294,36.079391,37.473965,8.474659,71.485947,49.383785,40.115868,31.842262,21.929544,42.93074,8.075933,42.151936,19.741035,20.122545,34.596127,14.856229,50.755253,14.228884,22.999342,25.342363,20.661236
32.452835,23.442463,56.234024,36.947666,17.993412,33.126984,12.128944,49.246868,37.752865,36.00787,44.337269,23.844778,8.284689,13.616067,57.961067,31.067156,36.387234,37.850662,8.27703,71.548515,50.256519,40.467182,31.730618,21.924389,44.157555,8.05937,42.366299,19.707764,20.651146,34.652271,14.891142,51.230003,14.272934,22.86381,25.661903,21.061686
33.402229,23.236101,56.146461,37.17429,18.041225,33.470955,12.109118,49.650734,38.110241,36.130775,45.549904,24.477129,8.370331,13.558053,57.714302,31.753759,36.696281,38.257206,8.071662,71.565285,51.125771,40.85342,31.601103,21.869663,45.377022,8.043402,42.576141,19.678547,21.182289,34.686035,14.925365,51.68684,14.334264,22.744455,25.995966,21.477446
34.398491,23.028273,56.001503,37.405575,18.100569,34.133251,12.069059,50.040348,38.479473,36.254395,46.744705,25.145084,8.480976,13.504974,57.418137,32.488075,37.001499,38.683029,7.864244,71.530281,51.990242,41.280041,31.465124,21.78031,46.578976,8.029211,42.78138,19.654766,21.71117,34.692707,14.958569,52.129459,14.417998,22.642879,26.33499,21.907631
35.440887,22.828287,55.799324,37.63969,18.17223,35.039925,12.011987,50.416939,38.855446,36.377762,47.913723,25.851379,8.617286,13.457772,57.05653,33.272438,37.299438,39.114132,7.662362,71.435883,52.850288,41.740768,31.332893,21.678127,47.748032,8.018184,42.981979,19.63732,22.235804,34.666889,14.990831,52.561516,14.524892,22.564108,26.672842,22.351915
36.525455,22.647228,55.544907,37.878769,18.256496,36.092373,11.938426,50.781891,39.232563,36.500404,49.050877,26.596746,8.776821,13.417503,56.60894,34.105312,37.588497,39.53648,7.474145,71.274742,53.707298,42.21397,31.217426,21.587877,48.866985,8.010818,43.177952,19.626575,22.765205,34.607384,15.0226,52.986031,14.650826,22.520746,27.013649,22.80961
37.644436,22.495977,55.247131,38.129097,18.353086,37.177509,11.848422,51.13628,39.605946,36.62257,50.151878,27.380713,8.954826,13.385851,56.054325,34.984619,37.868599,39.939316,7.308039,71.041641,54.562901,42.669811,31.136948,21.529924,49.922302,8.006508,43.369343,19.622541,23.324064,34.523441,15.05463,53.404865,14.787449,22.527557,27.370653,23.279089
38.785408,22.382889,54.915058,38.399494,18.460999,38.17992,11.743547,51.484547,39.972084,36.744835,51.213581,28.203136,9.14556,13.365463,55.37606,35.910515,38.140587,40.317047,7.173012,70.734154,55.418308,43.079601,31.108986,21.514492,50.90987,8.004351,43.556236,19.625,23.943005,34.436546,15.087924,53.817711,14.923694,22.591787,27.757122,23.758896
39.93129,22.312241,54.553703,38.698532,18.578333,38.992561,11.627567,51.833447,40.32901,36.868004,52.23357,29.066111,9.343684,13.360033,54.566311,36.886826,38.405689,40.669567,7.077795,70.351563,56.273865,43.427608,31.139954,21.540642,51.838371,8.004549,43.738731,19.633442,24.637907,34.371773,15.123681,54.220669,15.047728,22.710178,28.176897,24.25144
41.062149,22.283972,54.16214,39.031937,18.702259,39.52478,11.505611,52.185535,40.676178,36.992546,53.210197,29.975477,9.545271,13.374002,53.627934,37.920773,38.665138,41.001385,7.028537,69.892586,57.128838,43.733135,31.22039,21.597279,52.727486,8.009317,43.916954,19.646818,25.394154,34.343777,15.163301,54.605556,15.148746,22.875582,28.62332,24.766205
42.158684,22.294287,53.734482,39.40173,18.829269,39.70755,11.383117,52.537666,41.014011,37.118534,54.142914,30.940769,9.74824,13.411945,52.572865,39.019066,38.919861,41.319878,7.026309,69.353439,57.981495,44.065582,31.329098,21.666319,53.601002,8.023019,44.091057,19.663429,26.168007,34.349327,15.208367,54.961441,15.218155,23.082838,29.08684,25.317101
43.205849,22.336655,53.262074,39.807148,18.955822,39.495724,11.265291,52.885254,41.343151,37.246223,55.032055,31.973059,9.952259,13.477839,51.418457,40.180786,39.17033,41.633057,7.066811,68.726517,58.829193,44.526844,31.440475,21.728693,54.478287,8.051716,44.261196,19.681204,26.909969,34.369804,15.260473,55.278526,15.250216,23.326088,29.561665,25.914682
44.194927,22.403065,52.735165,40.245541,19.079262,38.867786,11.157051,53.225029,41.663712,37.376976,55.877457,33.081562,10.158101,13.574522,50.184383,41.393528,39.416622,41.9478,7.142603,68.000107,59.668461,45.196144,31.532543,21.768665,55.368061,8.102381,44.42757,19.698212,27.591843,34.381817,15.320827,55.552055,15.24244,23.595003,30.045565,26.558254
45.123116,22.485342,52.143818,40.712563,19.198744,37.824684,11.062892,53.558849,41.975048,37.514645,56.676678,34.27103,10.366491,13.703493,48.891876,42.637398,39.658691,42.269447,7.245995,67.15979,60.495056,46.072788,31.595041,21.774361,56.266338,8.181984,44.590378,19.71311,28.213251,34.368958,15.390007,55.783337,15.195865,23.87706,30.536905,27.231558
45.991451,22.576317,51.478382,41.202789,19.315651,36.388828,10.98649,53.896091,42.276196,37.664516,57.42429,35.540886,10.576842,13.864918,47.565197,43.892792,39.896702,42.602455,7.370953,66.190865,61.304138,47.079506,31.63158,21.739866,57.158676,8.295803,44.749851,19.725311,28.793011,34.326111,15.468066,55.977238,15.115154,24.160715,31.034729,27.906174
46.802414,22.670628,50.729877,41.711002,19.432964,34.603306,10.930431,54.247154,42.566586,37.830002,58.112751,36.885307,10.786415,14.057691,46.234798,45.146809,40.131104,42.95089,7.51374,65.079247,62.090725,48.127396,31.653036,21.670641,58.0257,8.444771,44.906231,19.734928,29.357277,34.254547,15.554904,56.138527,15.008457,24.43758,31.540602,28.551992
47.558517,22.765047,49.890045,42.233315,19.553919,32.530949,10.89582,54.618748,42.846455,38.01115,58.734459,38.29353,10.990233,14.279397,44.941284,46.395916,40.362545,43.318211,7.672675,63.810925,62.850414,49.165497,31.66827,21.586544,58.849049,8.623669,45.059776,19.742659,29.929054,34.155056,15.650453,56.270203,14.886864,24.705385,32.058598,29.147875
48.262104,22.858421,48.951157,42.767761,19.680765,30.252878,10.881463,55.013924,43.116787,38.204906,59.28418,39.750004,11.18194,14.52627,43.7383,47.644821,40.59193,43.706642,7.847513,62.372974,63.580067,50.184368,31.681679,21.51841,59.614254,8.822516,45.210743,19.749569,30.521582,34.024509,15.75448,56.374134,14.763137,24.968147,32.593849,29.686968
48.916096,22.951324,47.906204,43.31411,19.814079,27.865982,10.883418,55.432533,43.37888,38.408588,59.760971,41.23455,11.355441,14.793321,42.691727,48.902576,40.820782,44.116756,8.038791,60.757248,64.278175,51.199242,31.697222,21.498003,60.310371,9.031213,45.359398,19.756863,31.137005,33.85619,15.866177,56.452286,14.649908,25.231615,33.149147,30.174828
49.524948,23.045376,46.750103,43.87291,19.952591,25.478323,10.896412,55.873844,43.634148,38.625233,60.16835,42.722923,11.506685,15.074783,41.874237,50.177509,41.051525,44.547798,8.247269,58.966541,64.944626,52.230949,31.719795,21.544678,60.929089,9.242528,45.506012,19.765705,31.770079,33.643311,15.983895,56.507202,14.557912,25.501608,33.722725,30.624275
50.095245,23.142233,45.48246,44.44458,20.093464,23.201666,10.915572,56.336224,43.884441,38.863209,60.512386,44.18861,11.634499,15.364902,41.356716,51.473152,41.287552,44.998688,8.473447,57.021015,65.579727,53.290977,31.755182,21.65897,61.464455,9.451793,45.650837,19.77726,32.414368,33.385979,16.105228,56.541557,14.494729,25.785894,34.310123,31.050718
50.635647,23.242586,44.111305,45.029747,20.233063,21.141661,10.936235,56.811634,44.132565,39.129864,60.798637,45.606316,11.740178,15.659045,41.199173,52.787476,41.53278,45.468456,8.717247,54.961357,66.182861,54.37542,31.81064,21.830656,61.912987,9.656731,45.79414,19.792767,33.069252,33.100513,16.227442,56.557735,14.464184,26.089094,34.905712,31.468853
51.15609,23.345484,42.656528,45.631393,20.368139,19.387777,10.952628,57.283791,44.382561,39.427368,61.029819,46.956112,11.826337,15.954918,41.443356,54.11586,41.790836,45.955971,8.978073,52.847515,66.751015,55.470383,31.8932,22.04882,62.274574,9.857133,45.936146,19.813625,33.742882,32.829197,16.348095,56.558109,14.466332,26.406754,35.499367,31.889904
51.666168,23.448156,41.151493,46.256489,20.496748,18.005211,10.9578,57.735157,44.639355,39.754898,61.204945,48.226337,11.895682,16.25341,42.106991,55.455151,42.064224,46.459721,9.255377,50.755829,67.278023,56.558796,32.007805,22.303602,62.553928,10.053078,46.077076,19.841398,34.442276,32.642174,16.465609,56.545944,14.497847,26.727657,36.075436,32.318829
52.172932,23.546539,39.64185,46.914169,20.618446,17.029953,10.946618,58.1563,44.907837,40.114643,61.319576,49.414307,11.95011,16.558393,43.177952,56.804436,42.354034,46.977573,9.549644,48.776913,67.754669,57.624207,32.155674,22.582895,62.761059,10.243875,46.217098,19.877701,35.153896,32.622623,16.579618,56.526379,14.552637,27.040937,36.621807,32.752666
52.678703,23.636522,38.181782,47.610886,20.734028,16.467451,10.919532,58.549633,45.191593,40.515839,61.367016,50.524971,11.990433,16.875034,44.608334,58.16177,42.660454,47.506367,9.86346,47.013161,68.169617,58.658665,32.334587,22.869543,62.90937,10.429058,46.35635,19.923994,35.836704,32.839821,16.690973,56.506996,14.622671,27.343216,37.138126,33.182438
53.179451,23.715214,36.829647,48.346233,20.845078,16.295805,10.882534,58.926739,45.491688,40.971504,61.340477,51.567944,12.016987,17.20723,46.311947,59.521805,42.98381,48.041698,10.202223,45.574036,68.510872,59.663864,32.540497,23.142054,63.011909,10.609776,46.494926,19.98123,36.443562,33.325142,16.801407,56.497726,14.698957,27.641771,37.63456,33.599174
53.664684,23.781538,35.645252,49.112625,20.953463,16.474369,10.843452,59.301704,45.806065,41.489994,61.235737,52.553909,12.030934,17.555548,48.168919,60.877232,43.325504,48.578445,10.574167,44.569897,68.767632,60.627628,32.766384,23.379444,63.078247,10.790092,46.632881,20.049511,36.947834,34.062824,16.913002,56.51004,14.772639,27.950876,38.126675,34.000797
54.119583,23.83604,34.688694,49.898514,21.06086,16.957094,10.808299,59.682739,46.129787,42.068626,61.05265,53.491325,12.035481,17.916595,50.037365,62.219368,43.688309,49.111984,10.989526,44.104462,68.931961,61.505772,33.002022,23.567915,63.114025,10.978157,46.770237,20.127907,37.346878,35.001453,17.027645,56.555447,14.836001,28.282999,38.631641,34.393154
54.528778,23.880243,34.018707,50.692616,21.168407,17.708132,10.78,60.067368,46.455898,42.69455,60.794769,54.384434,12.035859,18.283609,51.768909,63.537148,44.075756,49.638908,11.458917,44.263924,69.000008,62.243916,33.238647,23.705261,63.122459,11.18478,46.906982,20.214544,37.653679,36.081112,17.146641,56.643711,14.88322,28.642073,39.163334,34.785
54.880001,23.915956,33.68924,51.48653,21.276669,18.716293,10.759069,60.444775,46.776741,43.351864,60.467724,55.233097,12.037521,18.647892,53.224072,64.816429,44.491047,50.156197,11.991255,45.101887,68.972618,62.806931,33.473377,23.800255,63.105301,11.418726,47.043072,20.306967,37.894398,37.258049,17.270666,56.781685,14.910826,29.025654,39.7276,35.184658
55.166046,23.944706,33.744049,52.274734,21.386013,20.004309,10.74308,60.803253,47.085659,44.02668,60.077534,56.033951,12.043285,19.00053,54.283958,66.039726,44.936199,50.660149,12.591816,46.623188,68.855064,63.186672,33.70789,23.867189,63.06213,11.682125,47.178425,20.402678,38.107929,38.508511,17.39983,56.973297,14.917974,29.431469,40.320129,35.600704
